Team,Player,Pos,Apps,Min,G,NPG,A,Sh90,KP90,xG,xG Change,NPxG,NPxG Change,xA,xA Change,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90 + xA90,NPxG90 + xA90,xGChain90,xGBuildup90,Yellow Flag,Red Flag
West Ham,Angelo Ogbonna,D,23,2070,2,2,0,0.43,0.04,1.22,-0.78,1.22,-0.78,0.05,+0.05,2.08,1.97,0.05,0.05,0.00,0.06,0.06,0.09,0.09,4,0
West Ham,Michail Antonio,F M,14,927,2,2,2,3.11,1.26,4.17,+2.17,4.17,+2.17,2.06,+0.06,5.05,0.91,0.41,0.41,0.20,0.61,0.61,0.49,0.09,0,0
West Ham,Pablo Fornals,M,26,1366,2,2,5,1.71,0.99,1.91,-0.09,1.91,-0.09,2.11,-2.89,5.04,3.04,0.13,0.13,0.14,0.27,0.27,0.33,0.20,1,0
West Ham,Chicharito,F,2,107,1,1,0,2.52,0.00,0.88,-0.12,0.88,-0.12,0.00,0,0.90,0.07,0.74,0.74,0.00,0.74,0.74,0.75,0.06,0,0
West Ham,Felipe Anderson,M,21,1445,1,1,4,1.37,1.49,2.39,+1.39,2.39,+1.39,2.54,-1.46,7.81,3.73,0.15,0.15,0.16,0.31,0.31,0.49,0.23,1,0
West Ham,Jarrod Bowen,M,3,95,1,1,0,4.74,0.95,0.96,-0.04,0.96,-0.04,0.06,+0.06,0.96,0.00,0.91,0.91,0.06,0.97,0.97,0.91,0.00,0,0
West Ham,Fabian Balbuena,D,13,1081,1,1,0,0.83,0.08,1.34,+0.34,1.34,+0.34,0.46,+0.46,1.31,1.31,0.11,0.11,0.04,0.15,0.15,0.11,0.11,2,0
West Ham,Manuel Lanzini,F M,19,1184,0,0,2,1.44,2.13,1.83,+1.83,1.83,+1.83,2.01,+0.01,5.39,3.24,0.14,0.14,0.15,0.29,0.29,0.41,0.25,0,0
West Ham,Darren Randolph,GK,2,180,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
West Ham,Pablo Zabaleta,D M,10,585,0,0,0,0.00,0.46,0.00,0,0.00,0,0.59,+0.59,2.14,2.14,0.00,0.00,0.09,0.09,0.09,0.33,0.33,2,0
West Ham,Carlos Sanchez,M,6,107,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0,0
West Ham,Lukasz Fabianski,GK,15,1217,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.78,0.78,0.00,0.00,0.00,0.00,0.00,0.06,0.06,1,0
West Ham,Jack Wilshere,M,6,168,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
West Ham,Arthur Masuaku,D M,15,908,0,0,1,0.50,0.69,0.09,+0.09,0.09,+0.09,1.25,+0.25,3.06,2.87,0.01,0.01,0.12,0.13,0.13,0.30,0.28,3,1
West Ham,Albian Ajeti,S,8,112,0,0,0,1.61,1.61,0.18,+0.18,0.18,+0.18,0.04,+0.04,0.25,0.03,0.15,0.15,0.03,0.18,0.18,0.20,0.03,0,0
West Ham,Roberto Jimenez,GK,8,687,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0,0
West Ham,Declan Rice,M,28,2520,0,0,2,0.61,0.46,0.58,+0.58,0.58,+0.58,0.73,-1.27,6.05,5.26,0.02,0.02,0.03,0.05,0.05,0.22,0.19,5,0
West Ham,Nathan Holland,S,2,24,0,0,0,3.75,0.00,0.01,+0.01,0.01,+0.01,0.00,0,0.01,0.00,0.04,0.04,0.00,0.04,0.04,0.04,0.00,0,0
West Ham,Ryan Fredericks,D,20,1688,0,0,2,0.00,0.85,0.00,0,0.00,0,1.52,-0.48,3.92,3.37,0.00,0.00,0.08,0.08,0.08,0.21,0.18,5,0
West Ham,David Martin,GK,5,436,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.03,0.03,1,0
West Ham,Jeremy Ngakia,D,3,270,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0,0
West Ham,Tomas Soucek,M,3,224,0,0,0,0.80,0.40,0.36,+0.36,0.36,+0.36,0.10,+0.10,0.22,0.02,0.14,0.14,0.04,0.18,0.18,0.09,0.01,0,0
Watford,Troy Deeney,F,17,1436,6,4,2,1.94,1.19,7.43,+1.43,5.14,+1.14,2.83,+0.83,8.55,1.78,0.47,0.32,0.18,0.64,0.50,0.54,0.11,3,0
Watford,Ismaila Sarr,F M,18,1142,5,5,3,2.76,1.26,5.36,+0.36,5.36,+0.36,2.78,-0.22,8.87,2.13,0.42,0.42,0.22,0.64,0.64,0.70,0.17,1,0
Watford,Gerard Deulofeu,F M,28,2137,4,3,5,2.65,1.81,6.18,+2.18,5.41,+2.41,4.79,-0.21,11.48,3.64,0.26,0.23,0.20,0.46,0.43,0.48,0.15,4,0
Watford,Abdoulaye Doucoure,M,27,2371,4,4,2,1.82,1.18,4.36,+0.36,4.36,+0.36,3.50,+1.50,11.16,5.59,0.17,0.17,0.13,0.30,0.30,0.42,0.21,6,0
Watford,Roberto Pereyra,F M,22,1246,3,2,0,1.23,1.30,2.60,-0.40,1.84,-0.16,1.33,+1.33,3.84,1.16,0.19,0.13,0.10,0.28,0.23,0.28,0.08,3,0
Watford,Andre Gray,F,19,697,2,2,0,2.45,1.29,2.59,+0.59,2.59,+0.59,1.87,+1.87,4.65,0.30,0.33,0.33,0.24,0.58,0.58,0.60,0.04,1,0
Watford,Tom Cleverley,M,10,657,1,1,0,2.05,1.78,1.69,+0.69,1.69,+0.69,0.62,+0.62,4.41,2.44,0.23,0.23,0.09,0.32,0.32,0.60,0.33,0,0
Watford,Adam Masina,D,16,1127,1,1,0,0.48,0.56,0.19,-0.81,0.19,-0.81,0.26,+0.26,1.75,1.54,0.02,0.02,0.02,0.04,0.04,0.14,0.12,3,0
Watford,Will Hughes,M,20,1455,1,1,1,1.05,0.80,2.03,+1.03,2.03,+1.03,1.10,+0.10,4.66,2.18,0.13,0.13,0.07,0.19,0.19,0.29,0.13,4,0
Watford,Danny Welbeck,F,8,248,0,0,0,1.81,0.73,0.62,+0.62,0.62,+0.62,0.04,+0.04,0.66,0.04,0.23,0.23,0.01,0.24,0.24,0.24,0.01,0,0
Watford,Adrian Mariappa,D,15,1228,0,0,0,0.22,0.29,0.17,+0.17,0.17,+0.17,0.25,+0.25,1.74,1.44,0.01,0.01,0.02,0.03,0.03,0.13,0.11,2,1
Watford,Sebastian Prodl,D,1,57,0,0,0,3.16,0.00,0.06,+0.06,0.06,+0.06,0.00,0,0.00,0.00,0.09,0.09,0.00,0.09,0.09,0.00,0.00,0,0
Watford,Jose Holebas,D,12,1006,0,0,0,0.54,0.98,0.24,+0.24,0.24,+0.24,0.54,+0.54,2.61,2.24,0.02,0.02,0.05,0.07,0.07,0.23,0.20,5,0
Watford,Etienne Capoue,M,23,2053,0,0,2,0.75,0.53,0.60,+0.60,0.60,+0.60,1.62,-0.38,6.92,5.46,0.03,0.03,0.07,0.10,0.10,0.30,0.24,6,0
Watford,Craig Cathcart,D,26,2267,0,0,0,0.04,0.08,0.08,+0.08,0.08,+0.08,0.08,+0.08,2.22,2.18,0.00,0.00,0.00,0.01,0.01,0.09,0.09,6,0
Watford,Daryl Janmaat,D M,8,611,0,0,1,0.59,0.88,0.33,+0.33,0.33,+0.33,0.40,-0.60,1.80,1.27,0.05,0.05,0.06,0.11,0.11,0.27,0.19,1,0
Watford,Ben Foster,GK,28,2520,0,0,0,0.04,0.04,0.35,+0.35,0.35,+0.35,0.04,+0.04,1.52,1.49,0.01,0.01,0.00,0.01,0.01,0.05,0.05,1,0
Watford,Craig Dawson,D,20,1546,0,0,0,0.52,0.12,0.79,+0.79,0.79,+0.79,0.09,+0.09,2.73,2.72,0.05,0.05,0.01,0.05,0.05,0.16,0.16,4,0
Watford,Nathaniel Chalobah,M,15,783,0,0,1,0.92,0.69,0.41,+0.41,0.41,+0.41,0.61,-0.39,1.74,1.30,0.05,0.05,0.07,0.12,0.12,0.20,0.15,1,0
Watford,Isaac Success,S,5,54,0,0,0,1.67,1.67,0.09,+0.09,0.09,+0.09,0.05,+0.05,0.19,0.04,0.16,0.16,0.09,0.25,0.25,0.32,0.07,1,0
Watford,Christian Kabasele,D,18,1494,0,0,1,0.30,0.12,0.55,+0.55,0.55,+0.55,0.10,-0.90,1.45,1.43,0.03,0.03,0.01,0.04,0.04,0.09,0.09,1,2
Watford,Dimitri Foulquier,M,3,52,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
Watford,Kiko Femenia,D M,18,1437,0,0,0,0.25,0.75,0.11,+0.11,0.11,+0.11,0.86,+0.86,2.52,2.03,0.01,0.01,0.05,0.06,0.06,0.16,0.13,4,0
Watford,Domingos Quina,S,4,9,0,0,0,10.00,0.00,0.02,+0.02,0.02,+0.02,0.00,0,0.02,0.00,0.21,0.21,0.00,0.21,0.21,0.21,0.00,0,0
Watford,Ignacio Pussetto,S,5,28,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
Bournemouth,Callum Wilson,F,27,2267,7,7,0,1.63,1.03,8.06,+1.06,8.06,+1.06,2.92,+2.92,10.30,2.22,0.32,0.32,0.12,0.44,0.44,0.41,0.09,7,0
Bournemouth,Harry Wilson,F M,23,1480,7,7,0,2.86,0.85,3.35,-3.65,3.35,-3.65,2.21,+2.21,6.72,4.11,0.20,0.20,0.13,0.34,0.34,0.41,0.25,1,0
Bournemouth,Joshua King,F M,19,1472,4,3,2,1.10,1.35,4.74,+0.74,3.98,+0.98,2.74,+0.74,6.48,2.32,0.29,0.24,0.17,0.46,0.41,0.40,0.14,0,0
Bournemouth,Dan Gosling,M,15,875,2,2,1,0.93,0.41,2.33,+0.33,2.33,+0.33,0.62,-0.38,2.98,1.44,0.24,0.24,0.06,0.30,0.30,0.31,0.15,1,0
Bournemouth,Nathan Ake,D,22,1924,2,2,1,0.98,0.28,2.85,+0.85,2.85,+0.85,1.47,+0.47,3.37,2.79,0.13,0.13,0.07,0.20,0.20,0.16,0.13,1,0
Bournemouth,Steve Cook,D,21,1830,1,1,0,0.44,0.15,0.43,-0.57,0.43,-0.57,0.68,+0.68,2.66,2.54,0.02,0.02,0.03,0.05,0.05,0.13,0.12,4,1
Bournemouth,Ryan Fraser,F M,27,1964,1,1,4,1.15,1.92,3.13,+2.13,3.13,+2.13,3.48,-0.52,8.25,3.73,0.14,0.14,0.16,0.30,0.30,0.38,0.17,2,0
Bournemouth,Jefferson Lerma,M,23,1869,1,1,1,1.01,0.39,0.47,-0.53,0.47,-0.53,0.73,-0.27,6.37,5.92,0.02,0.02,0.04,0.06,0.06,0.31,0.29,9,1
Bournemouth,Philip Billing,M,26,2088,1,1,1,1.25,0.47,2.02,+1.02,2.02,+1.02,1.04,+0.04,5.59,4.18,0.09,0.09,0.04,0.13,0.13,0.24,0.18,7,0
Bournemouth,Chris Mepham,D,11,901,1,1,0,0.70,0.10,1.05,+0.05,1.05,+0.05,0.08,+0.08,0.92,0.73,0.11,0.11,0.01,0.11,0.11,0.09,0.07,1,0
Bournemouth,Simon Francis,D,15,956,0,0,0,0.28,0.38,0.15,+0.15,0.15,+0.15,0.42,+0.42,1.76,1.68,0.01,0.01,0.04,0.05,0.05,0.17,0.16,3,1
Bournemouth,Charlie Daniels,D,2,126,0,0,0,0.00,1.43,0.00,0,0.00,0,0.14,+0.14,0.49,0.42,0.00,0.00,0.10,0.10,0.10,0.35,0.30,0,0
Bournemouth,Andrew Surman,M,5,230,0,0,0,0.39,0.39,0.03,+0.03,0.03,+0.03,0.03,+0.03,0.92,0.89,0.01,0.01,0.01,0.02,0.02,0.36,0.35,1,0
Bournemouth,Junior Stanislas,M,5,147,0,0,0,1.22,1.22,0.16,+0.16,0.16,+0.16,0.05,+0.05,1.26,1.18,0.10,0.10,0.03,0.13,0.13,0.77,0.72,0,0
Bournemouth,Jordon Ibe,S,2,39,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0,0
Bournemouth,Adam Smith,D M,17,1484,0,0,1,0.24,0.42,0.69,+0.69,0.69,+0.69,0.87,-0.13,4.86,4.17,0.04,0.04,0.05,0.09,0.09,0.29,0.25,6,0
Bournemouth,Dominic Solanke,F M,23,1135,0,0,1,1.74,0.95,2.69,+2.69,2.69,+2.69,0.98,-0.02,5.29,2.32,0.21,0.21,0.08,0.29,0.29,0.42,0.18,1,0
Bournemouth,Lewis Cook,M,19,909,0,0,0,0.59,0.69,0.15,+0.15,0.15,+0.15,0.40,+0.40,2.93,2.61,0.02,0.02,0.04,0.05,0.05,0.29,0.26,3,0
Bournemouth,Diego Rico,D M,21,1806,0,0,2,0.45,1.10,0.29,+0.29,0.29,+0.29,2.06,+0.06,3.63,2.97,0.01,0.01,0.10,0.12,0.12,0.18,0.15,6,0
Bournemouth,Sam Surridge,S,1,12,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
Bournemouth,Aaron Ramsdale,GK,27,2430,0,0,1,0.00,0.04,0.00,0,0.00,0,0.50,-0.50,1.97,1.48,0.00,0.00,0.02,0.02,0.02,0.07,0.05,0,0
Bournemouth,Jack Simpson,D,3,165,0,0,0,0.55,0.55,0.01,+0.01,0.01,+0.01,0.03,+0.03,0.05,0.00,0.01,0.01,0.02,0.03,0.03,0.03,0.00,0,0
Bournemouth,Mark Travers,GK,1,90,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0,0
Bournemouth,Jack Stacey,D,11,981,0,0,2,0.46,0.73,0.56,+0.56,0.56,+0.56,2.43,+0.43,4.33,2.23,0.05,0.05,0.22,0.27,0.27,0.40,0.20,2,0
Bournemouth,Arnaut Danjuma Groeneveld,M,9,396,0,0,0,2.27,0.45,0.61,+0.61,0.61,+0.61,0.09,+0.09,0.80,0.22,0.14,0.14,0.02,0.16,0.16,0.18,0.05,0,0
Aston Villa,Jack Grealish,F M,25,2245,7,7,6,2.20,2.81,5.77,-1.23,5.01,-1.99,5.89,-0.11,15.30,7.89,0.23,0.20,0.24,0.47,0.44,0.61,0.32,7,0
Aston Villa,Wesley,F,21,1806,5,5,1,1.79,0.55,7.10,+2.10,6.34,+1.34,0.88,-0.12,7.84,2.68,0.35,0.32,0.04,0.40,0.36,0.39,0.13,3,0
Aston Villa,Anwar El Ghazi,F M,24,1671,4,3,4,2.48,1.45,5.67,+1.67,4.91,+1.91,2.41,-1.59,6.94,1.74,0.31,0.26,0.13,0.44,0.39,0.37,0.09,3,0
Aston Villa,Douglas Luiz,M,25,1613,3,3,2,1.84,0.61,2.14,-0.86,2.14,-0.86,1.26,-0.74,3.67,1.74,0.12,0.12,0.07,0.19,0.19,0.20,0.10,4,0
Aston Villa,Conor Hourihane,M,17,877,3,3,2,1.64,1.85,1.04,-1.96,1.04,-1.96,2.83,+0.83,4.42,2.48,0.11,0.11,0.29,0.40,0.40,0.45,0.25,3,0
Aston Villa,Trezeguet,F M,24,1328,3,3,1,2.51,1.22,3.31,+0.31,3.31,+0.31,0.87,-0.13,4.73,2.18,0.22,0.22,0.06,0.28,0.28,0.32,0.15,2,1
Aston Villa,John McGinn,M,18,1537,3,3,2,2.23,1.58,2.85,-0.15,2.85,-0.15,2.07,+0.07,7.69,4.37,0.17,0.17,0.12,0.29,0.29,0.45,0.26,2,0
Aston Villa,Tyrone Mings,D,22,1912,2,2,1,0.38,0.28,0.85,-1.15,0.85,-1.15,0.53,-0.47,4.19,4.12,0.04,0.04,0.03,0.06,0.06,0.20,0.19,5,0
Aston Villa,Matt Targett,D M,19,1611,1,1,2,0.34,1.34,0.36,-0.64,0.36,-0.64,2.83,+0.83,6.23,4.93,0.02,0.02,0.16,0.18,0.18,0.35,0.28,3,0
Aston Villa,Bjorn Engels,D,16,1357,1,1,0,0.53,0.13,0.78,-0.22,0.78,-0.22,0.14,+0.14,3.81,3.76,0.05,0.05,0.01,0.06,0.06,0.25,0.25,1,0
Aston Villa,Mbwana Samatta,F,3,266,1,1,0,2.37,1.35,0.84,-0.16,0.84,-0.16,0.16,+0.16,1.09,0.20,0.29,0.29,0.05,0.34,0.34,0.37,0.07,0,0
Aston Villa,rjan Nyland,GK,3,176,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0,0
Aston Villa,Neil Taylor,D M,10,789,0,0,0,0.34,0.11,0.13,+0.13,0.13,+0.13,0.06,+0.06,2.33,2.14,0.01,0.01,0.01,0.02,0.02,0.27,0.24,2,0
Aston Villa,Daniel Drinkwater,M,4,270,0,0,0,0.67,0.33,0.10,+0.10,0.10,+0.10,0.04,+0.04,0.82,0.72,0.03,0.03,0.01,0.05,0.05,0.27,0.24,1,0
Aston Villa,Keinan Davis,S,7,94,0,0,0,6.70,1.91,0.73,+0.73,0.73,+0.73,0.04,+0.04,1.11,0.43,0.70,0.70,0.03,0.73,0.73,1.06,0.41,0,0
Aston Villa,Jose Reina,GK,5,450,0,0,0,0.00,0.20,0.00,0,0.00,0,0.04,+0.04,0.69,0.69,0.00,0.00,0.01,0.01,0.01,0.14,0.14,1,0
Aston Villa,Tom Heaton,GK,20,1797,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,2.10,2.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0,0
Aston Villa,Ahmed Elmohamady,D,11,689,0,0,1,0.52,1.96,0.18,+0.18,0.18,+0.18,1.41,+0.41,2.35,2.11,0.02,0.02,0.18,0.21,0.21,0.31,0.28,0,0
Aston Villa,Borja Baston,S,2,9,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
Aston Villa,Jota,F M,8,314,0,0,1,1.15,1.15,0.15,+0.15,0.15,+0.15,0.57,-0.43,1.51,0.85,0.04,0.04,0.16,0.21,0.21,0.43,0.24,0,0
Aston Villa,Frederic Guilbert,D M,22,1810,0,0,2,0.30,0.65,0.29,+0.29,0.29,+0.29,1.33,-0.67,4.04,3.48,0.01,0.01,0.07,0.08,0.08,0.20,0.17,6,0
Aston Villa,Jed Steer,GK,1,7,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
Aston Villa,Kortney Hause,D,11,990,0,0,0,0.64,0.09,0.81,+0.81,0.81,+0.81,0.13,+0.13,0.69,0.69,0.07,0.07,0.01,0.09,0.09,0.06,0.06,2,0
Aston Villa,Jonathan Kodjia,S,6,96,0,0,0,1.88,0.94,0.16,+0.16,0.16,+0.16,0.08,+0.08,0.33,0.09,0.15,0.15,0.08,0.23,0.23,0.31,0.08,1,0
Aston Villa,Ezri Konsa Ngoyo,D,15,1204,0,0,2,0.60,0.37,0.67,+0.67,0.67,+0.67,0.42,-1.58,1.50,1.45,0.05,0.05,0.03,0.08,0.08,0.11,0.11,1,0
Aston Villa,Henri Lansbury,M,9,185,0,0,0,0.97,0.97,0.05,+0.05,0.05,+0.05,0.07,+0.07,0.46,0.36,0.03,0.03,0.03,0.06,0.06,0.22,0.18,0,0
Aston Villa,Marvelous Nakamba,M,20,1565,0,0,0,0.40,0.69,0.14,+0.14,0.14,+0.14,0.55,+0.55,4.25,3.75,0.01,0.01,0.03,0.04,0.04,0.24,0.22,4,0
Aston Villa,Indiana Vassilev,S,2,32,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
Norwich,Teemu Pukki,F,27,2405,11,9,3,2.66,0.97,10.20,-0.80,8.68,-0.32,3.41,+0.41,13.86,2.36,0.38,0.32,0.13,0.51,0.45,0.52,0.09,3,0
Norwich,Todd Cantwell,M,28,2055,6,6,2,1.62,1.40,5.42,-0.58,5.42,-0.58,2.14,+0.14,10.07,3.21,0.24,0.24,0.09,0.33,0.33,0.44,0.14,4,0
Norwich,Mario Vrancic,M,11,350,1,1,0,2.06,1.54,0.69,-0.31,0.69,-0.31,0.30,+0.30,1.06,0.67,0.18,0.18,0.08,0.26,0.26,0.27,0.17,2,0
Norwich,Josip Drmic,S,13,141,1,1,0,3.19,0.64,0.95,-0.05,0.95,-0.05,0.08,+0.08,1.10,0.13,0.60,0.60,0.05,0.66,0.66,0.70,0.08,0,0
Norwich,Alexander Tettey,D M,22,1735,1,1,1,0.99,0.26,0.57,-0.43,0.57,-0.43,0.49,-0.51,4.96,4.27,0.03,0.03,0.03,0.05,0.05,0.26,0.22,4,0
Norwich,Jamal Lewis,D,18,1412,1,1,0,0.45,0.45,0.28,-0.72,0.28,-0.72,0.56,+0.56,2.83,2.13,0.02,0.02,0.04,0.05,0.05,0.18,0.14,2,0
Norwich,Kenny McLean,M,27,2193,1,1,1,0.98,0.74,1.02,+0.02,1.02,+0.02,2.05,+1.05,7.29,5.76,0.04,0.04,0.08,0.13,0.13,0.30,0.24,4,0
Norwich,Onel Hernandez,M,17,738,1,1,1,1.83,1.46,0.77,-0.23,0.77,-0.23,0.57,-0.43,1.85,0.57,0.09,0.09,0.07,0.16,0.16,0.23,0.07,0,0
Norwich,Dennis Srbeny,S,8,29,1,1,0,6.21,0.00,0.48,-0.52,0.48,-0.52,0.00,0,0.43,0.00,1.50,1.50,0.00,1.50,1.50,1.35,0.00,0,0
Norwich,Lukas Rupp,M,6,345,0,0,0,0.78,1.30,0.84,+0.84,0.84,+0.84,0.40,+0.40,1.72,0.48,0.22,0.22,0.10,0.32,0.32,0.45,0.13,0,0
Norwich,Ralf Fahrmann,GK,1,21,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
Norwich,Sam Byram,D,17,1292,0,0,0,1.04,0.42,2.19,+2.19,2.19,+2.19,0.36,+0.36,2.63,1.71,0.15,0.15,0.03,0.18,0.18,0.18,0.12,4,0
Norwich,Patrick Roberts,S,3,19,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
Norwich,Tim Krul,GK,26,2340,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,2.93,2.93,0.00,0.00,0.00,0.00,0.00,0.11,0.11,4,0
Norwich,Moritz Leitner,M,9,689,0,0,0,1.04,0.91,0.22,+0.22,0.22,+0.22,0.36,+0.36,4.28,3.83,0.03,0.03,0.05,0.08,0.08,0.56,0.50,1,0
Norwich,Emiliano Buendia,M,27,1922,0,0,7,1.40,3.32,1.89,+1.89,1.89,+1.89,6.37,-0.63,11.18,6.62,0.09,0.09,0.30,0.39,0.39,0.52,0.31,4,0
Norwich,Ibrahim Amadou,D M,11,757,0,0,0,0.71,0.12,0.59,+0.59,0.59,+0.59,0.05,+0.05,1.25,1.15,0.07,0.07,0.01,0.08,0.08,0.15,0.14,1,0
Norwich,Ondrej Duda,M,6,499,0,0,0,1.44,2.16,0.42,+0.42,0.42,+0.42,1.40,+1.40,1.69,0.86,0.08,0.08,0.25,0.33,0.33,0.30,0.16,0,0
Norwich,Max Aarons,D,26,2340,0,0,1,0.50,0.73,0.61,+0.61,0.61,+0.61,3.68,+2.68,8.82,6.40,0.02,0.02,0.14,0.17,0.17,0.34,0.25,6,0
Norwich,Ben Godfrey,D,20,1749,0,0,0,0.46,0.00,0.28,+0.28,0.28,+0.28,0.00,0,5.42,5.36,0.01,0.01,0.00,0.01,0.01,0.28,0.28,2,1
Norwich,Grant Hanley,D,14,1171,0,0,0,0.54,0.00,0.37,+0.37,0.37,+0.37,0.00,0,1.77,1.77,0.03,0.03,0.00,0.03,0.03,0.14,0.14,4,0
Norwich,Tom Trybull,M,14,1047,0,0,0,0.95,0.17,0.44,+0.44,0.44,+0.44,0.14,+0.14,3.32,3.18,0.04,0.04,0.01,0.05,0.05,0.29,0.27,2,0
Norwich,Marco Stiepermann,M,19,950,0,0,0,1.71,0.95,1.16,+1.16,1.16,+1.16,0.82,+0.82,4.68,3.09,0.11,0.11,0.08,0.19,0.19,0.44,0.29,4,0
Norwich,Christoph Zimmermann,D,15,1295,0,0,1,0.42,0.07,0.26,+0.26,0.26,+0.26,0.05,-0.95,2.33,2.31,0.02,0.02,0.00,0.02,0.02,0.16,0.16,2,0
Norwich,Adam Idah,F,2,67,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
Norwich,Michael McGovern,GK,2,159,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0,0
