,code,element_type,event_points,first_name,form,id,now_cost,points_per_game,second_name,selected_by_percent,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
0,69140,2,1,Shkodran,4.3,1,51,3.2,Mustafi,0.4,a,1,3,26,14462,780,36185,523,0.8,5.1,Mustafi,620,0,2,2,9,0,0,0,0,0,0,1,144,174.2,15.4,107.0,29.8
1,98745,2,1,Hector,5.0,2,54,3.4,Bellerin,1.0,a,1,3,24,109934,3136,55091,6375,0.9,4.4,Bellerín,622,1,0,2,10,0,0,0,2,0,0,3,113,116.6,37.7,38.0,19.4
2,111457,2,1,Sead,0.3,3,52,2.1,Kolasinac,0.5,i,1,3,35,55447,35,126724,415,0.1,6.7,Kolasinac,1103,0,2,2,19,0,0,0,3,0,0,1,222,190.0,157.3,67.0,41.2
3,154043,2,0,Ainsley,0.0,4,45,2.6,Maitland-Niles,2.4,a,1,3,36,589926,200,623119,2761,0.0,8.0,Maitland-Niles,1210,0,2,3,19,0,0,0,3,1,0,3,216,261.8,155.4,37.0,44.9
4,39476,2,0,Sokratis,0.0,5,48,2.9,Papastathopoulos,1.3,a,1,3,52,144058,211,190471,1744,0.0,10.8,Sokratis,1606,2,0,3,25,0,0,0,5,0,0,5,286,431.6,31.8,106.0,57.1
5,38411,2,0,Nacho,0.0,6,50,3.3,Monreal,0.2,u,1,3,10,28152,6,88908,30,0.0,2.0,Monreal,270,0,0,1,4,0,0,0,0,0,0,1,54,47.2,40.8,12.0,10.0
6,51507,2,0,Laurent,0.0,7,50,0.0,Koscielny,0.1,u,1,3,0,620,8,12709,13,0.0,0.0,Koscielny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
7,233963,2,0,Konstantinos,0.0,8,44,0.0,Mavropanos,0.0,n,1,3,0,1095,1,4862,15,0.0,0.0,Mavropanos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8,80254,2,0,Carl,0.0,9,45,0.0,Jenkinson,0.0,u,1,3,0,430,4,2599,6,0.0,0.0,Jenkinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
9,156074,2,0,Rob,0.0,10,45,1.0,Holding,0.1,a,1,3,2,12006,39,14696,131,0.0,0.4,Holding,85,0,0,0,3,0,0,0,0,0,0,0,13,13.4,0.4,2.0,1.6
10,54694,4,13,Pierre-Emerick,7.7,11,109,6.0,Aubameyang,19.0,a,1,3,150,2345530,140121,2835414,52060,0.7,13.8,Aubameyang,2213,17,3,6,33,0,0,0,3,1,0,29,589,734.4,347.3,973.0,205.3
11,59966,4,0,Alexandre,3.7,12,93,3.7,Lacazette,2.1,a,1,3,71,316041,2932,430813,12402,0.4,7.6,Lacazette,1280,6,4,3,18,0,0,0,5,0,0,7,245,346.0,275.2,647.0,127.0
12,205533,4,7,Edward,3.3,13,43,2.8,Nketiah,0.8,a,1,3,11,77635,10476,129008,2196,0.8,2.6,Nketiah,191,1,0,1,3,0,0,0,0,0,0,1,29,32.6,17.0,78.0,12.8
13,80201,1,2,Bernd,5.0,14,50,3.6,Leno,5.1,a,1,3,97,437143,2735,492721,7470,1.0,19.4,Leno,2430,0,0,6,36,0,1,0,2,0,98,6,527,738.6,0.0,0.0,73.7
14,37605,3,2,Mesut,4.0,15,72,2.8,Ozil,1.2,a,1,3,47,130930,3390,178484,4508,0.6,6.5,Özil,1351,1,2,4,20,0,0,0,1,0,0,1,233,204.2,564.8,162.0,93.2
15,57249,3,0,Henrikh,0.0,16,68,1.3,Mkhitaryan,0.8,n,1,3,4,22975,6,116374,61,0.0,0.6,Mkhitaryan,110,0,0,1,0,0,0,0,1,0,0,0,3,5.4,33.9,46.0,8.6
16,84450,3,2,Granit,2.0,18,51,2.1,Xhaka,0.6,a,1,3,44,41649,660,106791,618,0.4,8.6,Xhaka,1814,0,1,6,25,0,0,0,7,0,0,0,276,322.6,233.3,84.0,64.3
17,198849,3,1,Lucas,0.7,19,47,1.8,Torreira,1.2,a,1,3,44,92557,344,163303,2064,0.1,9.4,Torreira,1365,1,1,3,20,0,0,0,4,0,0,0,238,271.8,200.7,199.0,67.3
18,153256,3,0,Mohamed,0.0,20,43,0.0,Elneny,0.6,n,1,3,0,123272,106,119360,608,0.0,0.0,Elneny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19,242166,3,1,Matteo,1.3,21,43,2.0,Guendouzi,5.6,a,1,3,44,888661,5165,911325,8162,0.3,10.2,Guendouzi,1588,0,2,3,27,0,0,0,6,0,0,2,252,320.0,231.5,146.0,69.8
20,41270,2,4,David,6.3,106,57,3.0,Luiz Moreira Marinho,4.9,a,1,3,72,203075,4176,516847,3746,1.1,12.6,David Luiz,2095,2,1,5,32,0,0,0,4,1,0,9,385,546.6,103.2,171.0,82.3
21,98980,1,0,Emiliano,0.0,427,43,0.0,Martinez,0.2,a,1,3,0,5668,54,13909,100,0.0,0.0,Martínez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
22,101184,2,0,Calum,0.0,467,44,3.0,Chambers,0.6,i,1,3,42,140420,4,169755,529,0.0,9.5,Chambers,1102,1,1,3,15,0,0,0,5,0,0,5,197,272.0,113.5,203.0,58.7
23,182539,3,2,Daniel,1.7,469,52,2.5,Ceballos Fernandez,3.0,a,1,3,32,999682,785,1137282,868,0.3,6.2,Ceballos,815,0,2,2,12,0,0,0,0,0,0,3,149,172.8,229.7,97.0,49.9
24,58822,2,0,Cedric,0.0,486,48,2.7,Soares,0.2,i,1,3,43,21185,6,31926,581,0.0,9.0,Cédric,1306,0,1,3,18,0,0,0,1,0,0,3,222,291.2,197.1,107.0,59.7
25,195735,3,5,Nicolas,7.3,488,92,3.7,Pepe,3.5,a,1,3,85,395032,21481,514201,15547,0.8,9.2,Pépé,1519,4,6,3,25,0,0,0,3,0,0,8,301,438.2,529.5,508.0,147.8
26,200641,3,0,Reiss,0.0,489,53,1.8,Nelson,0.1,a,1,3,18,11533,47,18042,61,0.0,3.4,Nelson,437,0,1,2,4,0,0,0,1,0,0,0,56,53.2,95.0,129.0,27.7
27,200089,3,0,Joseph,0.7,490,47,1.2,Willock,0.2,a,1,3,23,25415,80,31087,147,0.1,4.9,Willock,573,0,0,1,11,0,0,0,1,0,0,0,95,94.4,132.9,134.0,36.3
28,444145,4,0,Gabriel Teodoro,0.7,504,46,2.8,Martinelli Silva,3.4,a,1,3,39,489595,2600,334559,37254,0.2,8.5,Martinelli,656,3,1,2,9,0,0,0,1,0,0,5,129,162.8,36.6,226.0,42.5
29,192895,2,0,Kieran,0.0,515,53,1.0,Tierney,0.3,i,1,3,5,71942,10,109566,169,0.0,0.9,Tierney,296,0,0,0,6,0,0,0,1,0,0,0,51,56.0,75.1,31.0,16.3
30,223340,3,7,Bukayo,4.3,541,45,2.4,Saka,1.6,a,1,3,40,234223,43754,124196,4960,1.0,8.9,Saka,1082,0,4,3,11,0,0,0,4,0,0,2,164,209.6,174.7,147.0,53.2
31,209289,3,0,Emile,0.0,576,43,2.0,Smith Rowe,0.0,n,1,3,4,4405,394,2395,223,0.0,0.9,Smith Rowe,96,0,0,1,0,0,0,0,0,0,0,0,13,9.8,6.3,0.0,1.6
32,232233,4,0,Tyreece,0.0,585,45,0.0,John-Jules,0.0,n,1,3,0,534,19,450,18,0.0,0.0,John-Jules,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
33,92371,2,0,Pablo,0.0,617,48,0.0,Mari,0.0,a,1,3,0,4468,46,2263,532,0.0,0.0,Marí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
34,37339,2,0,Ahmed,0.0,22,42,1.7,El Mohamady,0.9,a,2,7,19,71771,196,149812,971,0.0,4.5,El Mohamady,701,0,1,1,24,0,0,0,0,0,0,5,154,170.2,218.9,46.0,43.6
35,43252,2,0,James,0.0,23,43,0.0,Chester,0.1,n,2,7,0,1867,3,7945,47,0.0,0.0,Chester,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
36,47390,2,0,Neil,0.0,24,43,1.7,Taylor,0.2,a,2,7,17,20471,167,26811,227,0.0,4.0,Taylor,793,0,0,2,19,0,0,0,2,0,0,0,113,115.8,31.6,27.0,17.5
37,123354,2,1,Kortney,0.7,25,44,1.4,Hause,0.1,a,2,7,15,1949,32,4825,52,0.2,3.4,Hause,990,0,0,1,24,0,0,0,2,0,0,0,121,232.8,21.2,50.0,30.4
38,54764,4,0,Jonathan,0.0,26,54,0.8,Kodjia,0.1,u,2,7,5,4211,5,27663,24,0.0,0.9,Kodjia,111,0,0,0,6,0,0,0,1,0,0,0,14,3.4,12.2,24.0,3.8
39,98770,1,0,rjan,0.0,27,43,1.0,Nyland,0.2,a,2,7,3,18059,43,19192,413,0.0,0.7,Nyland,177,0,0,0,8,0,0,0,0,0,8,0,34,57.0,0.0,0.0,5.8
40,85242,3,1,Conor,0.3,28,57,3.0,Hourihane,0.1,a,2,7,51,17611,23,28279,182,0.1,8.9,Hourihane,874,3,2,2,24,0,0,0,3,0,0,6,200,243.0,252.6,186.0,68.0
41,114283,3,1,Jack,3.0,29,67,4.6,Grealish,23.4,a,2,7,116,2547575,24797,1237890,166090,0.4,17.3,Grealish,2243,7,7,4,48,0,0,1,7,0,0,15,473,685.2,908.0,627.0,221.8
42,193488,3,1,Anwar,2.3,30,55,3.2,El Ghazi,0.8,d,2,7,78,253671,159,235360,4382,0.4,14.2,El Ghazi,1646,4,5,4,38,0,0,0,3,0,0,0,235,347.6,421.2,586.0,135.5
43,122806,3,0,John,0.0,31,54,3.4,McGinn,2.7,i,2,7,61,1282937,28,1334637,1922,0.0,11.3,McGinn,1537,3,2,3,30,0,0,0,2,0,0,4,253,386.4,375.3,375.0,113.5
44,174597,3,0,Andre,0.0,32,48,0.0,Green,0.0,n,2,7,0,382,4,1432,4,0.0,0.0,Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
45,27770,3,0,Birkir,0.0,33,45,0.0,Bjarnason,0.0,u,2,7,0,716,2,7722,12,0.0,0.0,Bjarnason,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
46,221239,3,0,Keinan,1.3,34,43,1.4,Davis,0.2,i,2,7,10,20435,53,32943,222,0.3,2.3,Davis,106,0,1,0,1,0,0,0,0,0,0,0,29,18.8,25.9,87.0,13.0
47,40564,3,0,Henri,0.0,35,44,1.2,Lansbury,0.4,a,2,7,11,68819,22,64375,285,0.0,2.5,Lansbury,189,0,0,0,6,0,0,0,0,0,0,0,34,13.4,27.2,13.0,5.5
48,89274,3,0,Jose Ignacio,0.0,36,58,1.9,Peleteiro Romallo,0.1,a,2,7,15,13643,188,26752,132,0.0,2.6,Jota,310,0,1,2,4,0,0,0,0,0,0,0,41,42.6,56.1,51.0,14.9
49,21205,1,0,Tom,0.0,94,44,3.0,Heaton,2.6,i,2,7,59,293608,29,530717,3414,0.0,13.4,Heaton,1794,0,0,4,35,1,0,0,0,0,67,3,346,507.4,0.3,0.0,50.7
50,61603,3,0,Daniel,0.3,120,44,1.2,Drinkwater,0.6,a,2,7,6,23590,150,136430,354,0.1,1.4,Drinkwater,317,0,0,0,11,0,0,0,1,0,0,0,32,18.6,21.2,8.0,4.7
51,169359,2,1,Matt,1.0,309,44,3.2,Targett,0.9,a,2,7,60,154684,489,178143,3018,0.2,13.6,Targett,1598,1,3,3,31,0,0,0,3,0,0,10,332,399.0,376.1,119.0,89.5
52,213345,4,0,Wesley,0.0,428,55,3.2,Moraes,0.9,i,2,7,67,403200,27,434587,589,0.0,12.2,Wesley,1782,5,1,6,31,0,0,1,3,0,0,7,180,296.2,169.8,632.0,108.3
53,79852,1,0,Jed,0.0,429,43,1.0,Steer,0.1,i,2,7,1,1196,3,6692,37,0.0,0.2,Steer,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
54,149484,2,1,Tyrone,0.3,445,45,2.5,Mings,2.6,a,2,7,56,493879,686,470600,3652,0.1,12.4,Mings,1912,2,1,3,38,0,0,0,5,0,0,5,362,564.4,73.1,108.0,74.6
55,199798,2,0,Ezri,0.3,452,43,2.0,Konsa Ngoyo,0.1,a,2,7,30,6582,32,7354,153,0.1,7.0,Konsa,1198,0,2,2,29,0,0,0,1,0,0,1,198,259.4,58.5,113.0,43.3
56,108156,2,0,Bjorn,2.7,455,44,2.6,Engels,0.4,a,2,7,42,97417,166,88775,581,0.6,9.5,Engels,1356,1,0,3,28,0,0,0,1,0,0,4,242,318.4,31.9,81.0,43.4
57,203368,2,0,Frederic,0.3,458,44,2.2,Guilbert,0.5,a,2,7,48,97923,59,102756,1032,0.1,10.9,Guilbert,1808,0,2,4,32,0,0,0,7,0,0,2,289,410.4,224.8,48.0,68.5
58,148508,3,2,Mahmoud Ahmed,1.3,465,52,2.4,Ibrahim Hassan,1.1,a,2,7,58,150471,436,284280,1742,0.2,11.2,Trézéguet,1315,3,2,3,23,0,0,0,2,1,0,2,170,275.8,261.1,589.0,112.4
59,230046,3,2,Douglas Luiz,1.7,470,44,2.8,Soares de Paulo,3.9,a,2,7,69,730151,4958,535722,13665,0.4,15.7,Douglas Luiz,1621,3,2,5,36,0,0,0,4,0,0,5,288,372.0,198.0,338.0,90.9
60,88175,1,0,Lovre,0.0,474,43,0.0,Kalinic,0.1,n,2,7,0,1737,1,5194,44,0.0,0.0,Kalinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
61,184704,3,2,Marvelous,1.3,491,44,1.6,Nakamba,0.7,a,2,7,33,125259,137,103657,743,0.3,7.5,Nakamba,1536,0,0,1,31,0,0,0,4,0,0,0,233,266.2,155.4,24.0,44.5
62,223349,3,0,Indiana,0.0,600,45,1.0,Vassilev,0.0,a,2,7,2,459,23,222,34,0.0,0.4,Vassilev,36,0,0,0,0,0,0,0,0,0,0,0,3,1.2,1.3,4.0,0.7
63,8432,1,2,Jose,4.7,603,45,3.6,Reina,0.5,a,2,7,18,47559,2549,12642,2633,1.0,4.0,Reina,450,0,0,0,9,0,1,0,1,0,20,2,100,176.2,10.0,0.0,18.6
64,217487,4,2,Mbwana,4.0,613,60,4.0,Samatta,0.3,a,2,7,12,29960,832,11240,4573,0.7,2.0,Samatta,262,1,0,0,6,0,0,0,0,0,0,2,40,47.0,49.8,156.0,25.3
65,83091,4,1,Borja,1.0,623,55,1.0,Gonzalez Tomas,0.0,a,2,7,2,282,36,90,42,0.2,0.4,Bastón,16,0,0,0,2,0,0,0,0,0,0,0,5,0.2,1.7,2.0,0.4
66,56917,2,0,Steve,0.0,58,50,2.2,Cook,0.2,a,3,91,44,40714,108,47228,213,0.0,8.8,Steve Cook,1740,1,0,3,34,0,0,0,4,1,0,5,293,453.6,38.1,110.0,60.4
67,126184,2,0,Nathan,3.3,59,48,3.1,Ake,6.6,a,3,91,65,556351,2125,1294866,7577,0.7,13.5,Aké,1834,2,1,3,29,0,0,0,1,0,0,6,375,489.8,68.2,257.0,81.5
68,41320,2,0,Charlie,0.0,60,42,1.5,Daniels,0.1,i,3,91,3,3276,7,17105,22,0.0,0.7,Daniels,126,0,0,0,2,0,0,0,0,0,0,0,18,22.4,29.6,0.0,5.2
69,223911,2,0,Chris,0.0,61,43,2.4,Mepham,0.6,i,3,91,26,94641,7,121218,432,0.0,6.0,Mepham,901,1,0,1,19,0,0,0,1,0,0,2,161,268.6,16.5,136.0,42.2
70,15149,2,0,Simon,0.7,62,44,1.1,Francis,0.0,a,3,91,16,4699,42,3895,82,0.2,3.6,Francis,964,0,0,1,21,0,0,0,3,1,0,1,161,263.8,64.4,72.0,40.2
71,54469,2,0,Adam,1.0,63,43,2.4,Smith,0.4,a,3,91,38,61412,100,134406,292,0.2,8.8,Adam Smith,1377,0,1,3,23,0,0,0,5,0,0,3,221,222.0,124.9,93.0,43.9
72,235530,2,0,Lloyd,0.0,64,44,0.0,Kelly,0.0,i,3,91,0,4930,6,9129,44,0.0,0.0,Kelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
73,171129,2,0,Diego,1.0,65,43,2.9,Rico,10.6,a,3,91,61,1333371,1980,974297,26934,0.2,14.2,Rico,1793,0,3,5,27,0,0,0,6,0,0,5,335,431.4,402.8,73.0,91.1
74,222434,2,0,Jack,0.0,66,40,1.0,Simpson,7.0,a,3,91,3,398470,1163,451029,6917,0.0,0.8,Simpson,167,0,0,0,4,0,0,0,0,0,0,0,25,28.2,12.6,18.0,5.8
75,75115,4,2,Callum,3.7,67,74,3.4,Wilson,4.8,a,3,91,89,863610,2364,1702952,7532,0.5,12.0,Callum Wilson,2166,7,3,3,42,0,0,0,6,0,0,8,265,326.6,336.2,606.0,126.1
76,78007,4,2,Joshua,1.0,68,61,3.4,King,3.3,a,3,91,61,624564,1090,1668061,904,0.2,10.0,King,1394,3,3,3,21,0,0,0,0,0,0,6,191,275.8,291.6,359.0,92.7
77,154566,4,1,Dominic,0.7,69,52,1.7,Solanke,0.3,a,3,91,40,31652,100,50772,365,0.1,7.7,Solanke,1154,0,2,1,25,0,0,0,1,0,0,0,75,106.6,160.4,389.0,65.6
78,217331,4,0,Sam,0.0,71,43,1.0,Surridge,0.6,a,3,91,1,59638,770,85072,864,0.0,0.2,Surridge,15,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.3,2.0,0.3
79,40349,1,0,Asmir,0.0,72,42,0.0,Begovic,0.7,n,3,91,0,12390,10,154959,245,0.0,0.0,Begovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
80,18726,1,0,Artur,0.0,73,43,0.0,Boruc,0.2,a,3,91,0,7535,64,20595,103,0.0,0.0,Boruc,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
81,229600,1,0,Mark,0.0,74,42,1.0,Travers,0.2,a,3,91,1,5142,44,13419,140,0.0,0.2,Travers,90,0,0,0,3,0,0,0,0,0,2,0,9,15.2,0.0,0.0,1.5
82,90105,3,1,Ryan,2.7,75,68,2.5,Fraser,2.7,a,3,91,66,146659,464,1125716,1691,0.4,9.7,Fraser,1881,1,4,4,30,0,0,0,2,0,0,2,277,317.0,567.0,400.0,128.1
83,111317,3,0,David,0.0,76,62,0.0,Brooks,0.1,i,3,91,0,819,6,18783,22,0.0,0.0,Brooks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
84,56872,3,1,Junior,0.7,77,59,1.2,Stanislas,0.0,a,3,91,5,943,33,1058,20,0.1,0.8,Stanislas,132,0,0,0,4,0,0,0,0,0,0,0,20,17.6,36.1,27.0,8.1
85,103912,3,0,Jordon,0.0,78,46,1.0,Ibe,0.1,a,3,91,2,7130,74,23477,72,0.0,0.4,Ibe,48,0,0,0,1,0,0,0,0,0,0,0,10,6.8,5.4,0.0,1.2
86,155408,3,0,Lewis,0.0,79,50,1.6,Cook,0.0,a,3,91,28,6160,62,5230,92,0.0,5.6,Lewis Cook,830,0,1,2,16,0,0,0,3,0,0,0,125,123.8,103.5,44.0,27.0
87,15237,3,2,Andrew,1.0,80,47,1.2,Surman,0.0,a,3,91,6,1393,33,4197,23,0.2,1.3,Surman,234,0,0,0,6,0,0,0,1,0,0,0,28,23.6,25.5,8.0,5.6
88,40387,3,2,Dan,3.0,81,49,2.6,Gosling,0.1,a,3,91,37,13291,195,9740,280,0.6,7.6,Gosling,859,2,1,1,15,0,0,0,1,0,0,1,120,222.6,71.7,182.0,47.5
89,152551,3,0,Jefferson,-0.7,82,48,1.6,Lerma,0.1,d,3,91,36,11295,7,20396,158,-0.1,7.5,Lerma,1773,0,1,3,29,0,0,0,9,1,0,2,233,260.0,127.1,62.0,44.6
90,154131,2,1,Jack,0.3,446,43,2.4,Stacey,0.1,a,3,91,24,7238,16,13102,34,0.1,5.6,Stacey,886,0,1,1,15,0,0,0,2,0,0,3,146,187.6,74.0,66.0,32.8
91,168991,3,2,Philip,4.7,476,50,2.2,Billing,0.2,a,3,91,56,23997,1978,22841,764,0.9,11.2,Billing,1982,1,1,5,32,0,0,0,7,0,0,5,286,472.8,164.9,266.0,90.5
92,220307,3,0,Arnaut,0.0,492,58,2.0,Danjuma Groeneveld,0.0,i,3,91,18,1069,8,4865,9,0.0,3.1,Danjuma,405,0,1,2,6,0,0,0,0,0,0,0,55,45.4,39.8,120.0,20.5
93,225321,1,3,Aaron,2.7,494,46,3.5,Ramsdale,3.8,a,3,91,92,653525,2056,419654,7811,0.6,20.0,Ramsdale,2340,0,1,4,40,0,0,0,0,0,93,10,485,690.4,10.0,0.0,70.1
94,153682,3,2,Harry,3.0,505,58,3.7,Wilson,2.2,a,3,91,84,627378,2651,578760,5361,0.5,14.5,Harry Wilson,1432,7,1,2,28,0,0,0,1,0,0,7,280,360.2,228.4,543.0,113.1
95,461017,3,0,Christian,0.0,564,45,0.0,Saydee,0.0,a,3,91,0,630,22,466,20,0.0,0.0,Saydee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
96,444183,3,0,Gavin,0.0,565,45,0.0,Kilkenny,0.0,a,3,91,0,405,6,314,17,0.0,0.0,Kilkenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
97,207300,3,0,Mihai-Alexandru,0.0,574,45,0.0,Dobre,0.0,n,3,91,0,380,3,302,12,0.0,0.0,Dobre,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
98,61933,2,3,Shane,1.7,37,48,2.4,Duffy,0.9,a,4,36,36,50356,351,174751,326,0.4,7.5,Duffy,1071,1,0,2,15,0,0,0,1,0,0,1,187,254.0,29.4,96.0,37.9
99,86153,2,0,Martin,0.3,38,44,2.6,Montoya,0.6,a,4,36,54,96224,203,104914,1509,0.1,12.3,Montoya,1536,0,1,5,24,0,0,0,3,0,0,3,263,288.8,266.1,169.0,72.6
100,209362,2,1,Bernardo,0.7,39,43,1.8,Fernandes da Silva Junior,0.1,a,4,36,18,7551,56,11842,223,0.2,4.2,Bernardo,541,0,0,1,12,0,0,0,1,0,0,3,102,122.6,58.6,82.0,26.4
101,52484,2,0,Leon,0.0,40,44,0.0,Balogun,0.1,n,4,36,0,1283,4,5015,38,0.0,0.0,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
102,42748,2,0,Gaetan,0.0,41,42,0.8,Bong,0.1,u,4,36,3,2343,7,8135,87,0.0,0.7,Bong,57,0,0,0,3,0,0,0,0,0,0,0,15,16.0,27.9,6.0,5.0
