,code,element_type,event_points,first_name,form,id,now_cost,points_per_game,second_name,selected_by_percent,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
310,37572,4,0,Sergio,1.3,210,119,5.9,Aguero,19.2,a,11,43,123,2652887,4094,2652203,231471,0.1,10.2,Agüero,1336,16,4,5,17,0,0,1,1,0,0,14,489,639.6,252.9,1131.0,202.2
311,205651,4,6,Gabriel Fernando,3.0,211,95,4.2,de Jesus,2.5,a,11,43,97,547002,4591,593222,8224,0.3,10.2,Jesus,1302,10,5,6,11,0,0,1,1,0,0,9,360,513.2,239.9,1100.0,184.9
312,121160,1,7,Ederson,4.7,212,60,3.3,Santana de Moraes,11.2,a,11,43,80,885555,2333,1446602,5919,0.8,13.3,Ederson,2081,0,0,9,25,0,0,0,3,1,46,2,393,404.2,3.0,0.0,40.5
313,33148,1,0,Claudio,0.0,213,47,2.8,Bravo,0.3,a,11,43,11,22322,31,35067,143,0.0,2.3,Bravo,346,0,0,1,7,0,0,0,0,0,8,0,69,57.8,0.0,0.0,5.8
314,103955,3,0,Raheem,0.3,214,117,5.0,Sterling,14.9,a,11,43,116,2059283,529,3333461,19309,0.0,9.9,Sterling,1928,11,2,8,25,0,0,1,5,0,0,9,384,557.4,556.5,1300.0,241.3
315,61366,3,3,Kevin,6.3,215,107,6.8,De Bruyne,51.1,a,11,43,178,5096167,21654,2757319,147464,0.6,16.5,De Bruyne,2148,8,18,12,20,0,0,0,2,0,0,23,715,955.4,1457.9,745.0,316.0
316,182156,3,0,Leroy,0.0,216,93,0.0,Sane,0.2,d,11,43,0,3358,153,35407,145,0.0,0.0,Sané,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
317,103025,3,8,Riyad,3.3,217,85,5.5,Mahrez,7.7,a,11,43,120,1705991,14508,1407673,49760,0.4,14.1,Mahrez,1351,7,10,6,10,0,0,0,0,0,0,14,475,594.0,641.2,772.0,200.7
318,165809,3,3,Bernardo Mota,3.3,218,78,3.7,Veiga de Carvalho e Silva,8.2,a,11,43,85,890218,2856,2011301,8495,0.4,10.9,Bernardo Silva,1433,5,5,6,21,0,0,0,5,0,0,5,385,473.6,514.1,749.0,173.5
319,20664,3,0,David,1.0,219,74,4.7,Silva,4.0,a,11,43,90,1329312,725,1441518,6352,0.1,12.2,David Silva,1252,3,9,7,12,0,0,0,0,0,0,8,355,385.4,512.3,623.0,152.0
320,209244,3,0,Phil,0.3,220,51,1.3,Foden,0.3,a,11,43,17,15112,81,44594,275,0.1,3.3,Foden,263,0,1,0,4,0,0,0,0,0,0,0,71,77.6,126.0,113.0,31.6
321,27789,3,3,Fernando,1.7,221,52,2.0,Luiz Rosa,0.7,a,11,43,43,40272,444,83802,589,0.3,8.3,Fernandinho,1905,0,0,9,21,1,0,0,5,1,0,1,318,450.0,103.6,135.0,68.9
322,59859,3,3,Ilkay,1.3,222,52,2.1,Gundogan,1.2,a,11,43,50,106088,812,223242,1440,0.2,9.6,Gündogan,1495,2,1,4,24,0,0,1,7,0,0,4,298,318.2,499.3,336.0,115.4
323,145235,2,0,Jose Angel,0.0,440,47,1.8,Esmoris Tasende,0.2,n,11,43,11,18826,10,29155,194,0.0,2.3,Angeliño,422,0,1,0,7,0,0,0,1,0,0,1,94,92.6,164.0,58.0,31.6
324,220566,3,3,Rodrigo,4.7,443,54,2.9,Hernandez,1.1,a,11,43,72,163984,3902,204891,2017,0.9,13.3,Rodrigo,1863,3,1,10,23,0,0,0,6,0,0,5,400,474.6,417.8,148.0,103.9
325,121145,2,0,Joao Pedro Cavaco,0.3,518,52,2.5,Cancelo,0.8,a,11,43,25,123175,93,180241,669,0.1,4.8,Cancelo,693,0,0,2,8,0,0,0,1,0,0,3,162,144.6,158.5,81.0,38.4
326,432656,2,0,Eric,0.0,544,45,1.8,Garcia,0.0,a,11,43,11,7421,39,6429,132,0.0,2.4,Garcia,269,0,0,1,5,0,0,0,0,0,0,0,59,59.4,5.5,0.0,6.4
327,17601,1,0,Scott,0.0,562,40,0.0,Carson,0.1,a,11,43,0,7096,74,3461,134,0.0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
328,214590,2,6,Aaron,8.3,122,53,3.2,Wan-Bissaka,14.4,a,12,1,76,855610,22932,2098154,6337,1.6,14.3,Wan-Bissaka,2150,0,2,6,27,0,0,0,5,0,0,11,443,535.0,311.3,88.0,93.6
329,95658,2,6,Harry,9.0,160,52,3.1,Maguire,10.6,a,12,1,83,566023,31214,1085298,4628,1.7,16.0,Maguire,2430,1,0,7,29,0,0,0,2,0,0,5,466,571.6,166.1,331.0,107.3
330,55909,2,0,Chris,0.0,223,52,0.0,Smalling,0.1,n,12,1,0,1873,8,16600,13,0.0,0.0,Smalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
331,18892,2,0,Ashley,0.0,224,54,2.0,Young,0.3,u,12,1,24,21214,14,40658,112,0.0,4.4,Young,953,0,0,2,10,0,0,0,5,0,0,0,158,155.6,316.6,18.0,49.1
332,184667,2,6,Victor,3.7,225,53,2.9,Lindelof,1.2,a,12,1,69,90780,511,120032,671,0.7,13.0,Lindelöf,2160,1,0,6,26,1,0,0,4,0,0,4,390,405.0,60.9,73.0,53.9
333,106760,2,7,Luke,6.3,226,54,2.4,Shaw,0.6,a,12,1,39,46596,2190,138837,684,1.2,7.2,Shaw,1053,0,0,4,10,0,0,0,4,0,0,2,224,230.0,185.0,112.0,52.5
334,58893,2,0,Marcos,0.0,227,48,1.0,Rojo,0.1,n,12,1,3,4798,2,11924,25,0.0,0.6,Rojo,121,0,0,0,2,0,0,0,1,0,0,0,9,20.2,1.9,6.0,2.8
335,197365,2,0,Eric,2.0,228,49,6.0,Bailly,0.1,a,12,1,6,7339,835,4233,930,0.4,1.2,Bailly,90,0,0,1,0,0,0,0,0,0,0,0,26,25.0,0.7,0.0,2.6
336,216051,2,0,Jose Diogo,0.7,229,49,1.0,Dalot Teixeira,0.1,a,12,1,4,1664,16,10963,50,0.1,0.8,Dalot,65,0,0,0,1,0,0,0,0,0,0,0,10,10.4,4.3,6.0,1.9
337,40002,2,0,Matteo,0.0,230,49,0.0,Darmian,0.0,u,12,1,0,594,4,4906,9,0.0,0.0,Darmian,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
338,76359,2,0,Phil,0.0,231,48,1.0,Jones,0.2,a,12,1,2,4949,47,13493,63,0.0,0.4,Jones,135,0,0,0,3,0,0,0,0,0,0,0,22,21.4,3.0,23.0,4.7
339,66749,4,0,Romelu,0.0,232,85,0.0,Lukaku,0.3,u,12,1,0,2240,38,31502,52,0.0,0.0,Lukaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
340,176297,4,0,Marcus,0.0,233,89,6.1,Rashford,9.8,i,12,1,134,2965301,241,3685349,15863,0.0,15.1,Rashford,1876,14,5,4,23,0,0,2,2,0,0,26,494,677.0,379.4,965.0,202.3
341,220688,4,8,Mason,3.0,234,43,2.4,Greenwood,11.6,a,12,1,51,1477433,28096,1755443,18885,0.7,11.9,Greenwood,573,5,0,1,8,0,0,0,0,0,0,7,205,230.6,105.8,275.0,60.7
342,51940,1,6,David,6.3,235,54,3.4,de Gea,11.4,a,12,1,91,890026,4869,1125535,4220,1.2,16.9,de Gea,2430,0,0,7,29,0,0,0,2,0,67,5,425,488.4,0.0,0.0,48.7
343,42899,1,0,Sergio,0.0,236,47,0.0,Romero,0.2,a,12,1,0,5018,18,12059,69,0.0,0.0,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
344,6744,1,0,Lee,0.0,237,48,0.0,Grant,0.1,i,12,1,0,744,11,4806,32,0.0,0.0,Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
345,74208,3,0,Paul,0.0,238,83,2.4,Pogba,2.8,i,12,1,17,378443,40,750794,800,0.0,2.0,Pogba,521,0,2,1,5,0,0,1,0,0,0,0,80,130.2,215.6,118.0,46.5
346,148225,3,8,Anthony,6.3,239,80,5.3,Martial,15.1,a,12,1,112,2928321,90933,2351141,13786,0.8,14.0,Martial,1710,10,3,8,20,0,0,1,1,0,0,7,294,509.2,298.7,821.0,163.2
347,37265,3,0,Alexis,0.0,240,68,0.0,Sanchez,0.4,n,12,1,0,1569,23,44236,49,0.0,0.0,Sánchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
348,109322,3,0,Jesse,0.3,241,63,1.2,Lingard,0.7,a,12,1,25,60510,222,124607,340,0.0,4.0,Lingard,882,0,0,1,14,0,0,0,3,0,0,0,73,71.4,261.8,260.0,59.1
349,43670,3,0,Juan,1.0,242,62,2.2,Mata,0.4,a,12,1,35,24437,153,41475,765,0.2,5.6,Mata,709,0,2,4,8,0,0,0,1,0,0,2,133,105.2,280.0,126.0,51.1
350,200617,3,3,Daniel,3.0,243,59,3.3,James,6.2,a,12,1,86,1805312,4565,1654774,11613,0.5,14.6,James,2076,3,6,6,27,0,0,0,3,0,0,2,289,392.4,400.3,534.0,132.5
351,101582,3,3,Frederico,2.7,244,53,1.9,Rodrigues de Paula Santos,0.3,a,12,1,43,28244,1399,25551,993,0.5,8.1,Fred,1846,0,0,5,23,0,0,0,5,0,0,0,302,371.8,499.2,210.0,108.2
352,209041,3,0,Angel,0.0,245,48,1.0,Gomes,0.1,a,12,1,2,5639,67,11041,66,0.0,0.4,Gomes,19,0,0,0,1,0,0,0,0,0,0,0,7,4.2,24.8,2.0,3.1
353,156689,3,0,Andreas,1.3,246,49,2.5,Pereira,0.4,a,12,1,58,125836,242,128355,1091,0.3,11.8,Pereira,1442,1,3,6,16,0,0,0,3,0,0,1,190,239.2,418.7,343.0,100.3
354,62398,3,3,Nemanja,2.0,247,48,2.3,Matic,0.3,a,12,1,23,16241,460,43257,248,0.4,4.8,Matic,778,0,0,5,7,0,0,0,1,0,0,0,124,146.8,119.9,37.0,30.3
355,195851,3,1,Scott,0.3,248,49,3.1,McTominay,1.0,a,12,1,56,395440,1169,405256,611,0.1,11.4,McTominay,1462,2,2,2,17,0,0,0,2,0,0,6,239,336.2,211.5,288.0,83.6
356,222677,3,1,Tahith,0.3,249,43,1.0,Chong,0.6,a,12,1,3,96234,275,83919,858,0.1,0.7,Chong,34,0,0,0,0,0,0,0,0,0,0,0,6,1.4,1.1,6.0,0.7
357,232928,3,0,James,0.0,250,43,1.0,Garner,0.2,a,12,1,1,28027,135,26861,237,0.0,0.2,Garner,8,0,0,0,1,0,0,0,0,0,0,0,3,2.2,2.8,0.0,0.5
358,180804,2,0,Axel,0.0,481,44,1.4,Tuanzebe,0.1,i,12,1,7,7838,5,13035,50,0.0,1.6,Tuanzebe,187,0,0,0,3,0,0,0,0,0,0,0,30,17.6,6.2,0.0,2.4
359,232937,2,0,Brandon,1.7,549,41,3.2,Williams,5.7,a,12,1,32,595372,8816,199059,16234,0.4,7.8,Williams,680,1,1,3,9,0,0,0,5,0,0,1,141,132.2,126.0,74.0,33.2
360,141746,3,14,Bruno Miguel,7.3,618,82,7.3,Borges Fernandes,7.7,a,12,1,22,559782,221530,23680,3492,0.9,2.7,Fernandes,270,1,2,3,0,0,0,0,1,0,0,3,70,115.4,107.9,65.0,28.8
361,58498,4,1,Odion,1.0,624,65,1.0,Ighalo,0.5,a,12,1,2,51044,1801,15202,8868,0.2,0.3,Ighalo,11,0,0,0,0,0,0,0,0,0,0,0,2,4.0,0.2,55.0,5.9
362,56983,2,0,Matt,2.0,251,53,2.6,Ritchie,0.2,a,13,4,21,17945,235,41125,719,0.4,4.0,Ritchie,562,0,0,3,8,0,0,0,2,0,0,0,109,101.0,200.0,24.0,32.4
363,119471,2,2,Fabian,0.7,252,50,2.9,Schar,1.2,a,13,4,53,149366,1132,198395,661,0.1,10.6,Schär,1394,2,1,4,28,0,0,0,4,0,0,2,258,392.4,44.2,163.0,60.0
364,151119,2,0,DeAndre,0.0,253,44,1.9,Yedlin,0.1,a,13,4,23,12500,82,12420,99,0.0,5.2,Yedlin,772,1,0,1,11,0,0,0,3,0,0,0,96,130.4,95.1,41.0,26.8
365,57145,2,2,Federico,4.0,254,45,3.3,Fernandez,2.4,a,13,4,70,216407,20841,65966,4482,0.9,15.6,Fernández,1627,2,2,4,25,0,0,0,4,0,0,10,323,507.2,61.9,173.0,74.1
366,106618,2,0,Paul,0.0,255,44,2.8,Dummett,0.2,i,13,4,44,24366,1,32212,153,0.0,10.0,Dummett,1227,0,0,5,20,1,0,0,2,0,0,4,230,265.2,63.1,50.0,37.7
367,109528,2,0,Javier,0.0,256,43,2.9,Manquillo,0.1,d,13,4,32,23844,4,27796,146,0.0,7.4,Manquillo,800,0,1,3,12,0,0,0,2,0,0,4,137,123.4,41.6,26.0,19.2
368,77359,2,0,Florian,0.0,257,44,4.0,Lejeune,0.1,a,13,4,24,8206,72,3847,633,0.0,5.5,Lejeune,440,2,0,1,10,0,0,0,0,0,0,1,88,132.0,12.6,81.0,22.5
369,101148,2,1,Jamaal,2.3,258,43,3.1,Lascelles,4.2,a,13,4,52,332165,9427,505337,3550,0.5,12.1,Lascelles,1450,1,0,5,25,0,0,0,2,0,0,3,260,297.2,14.4,110.0,42.2
370,58845,2,0,Ciaran,2.3,259,43,3.5,Clark,0.3,i,13,4,49,66430,9,65023,1401,0.5,11.4,Clark,1186,2,0,4,14,0,0,0,3,0,0,2,216,331.4,14.9,128.0,47.6
371,196118,4,0,Yoshinori,0.0,260,51,1.1,Muto,0.1,a,13,4,8,6349,65,13228,23,0.0,1.6,Muto,201,0,0,0,6,0,0,0,0,0,0,0,22,12.6,15.1,12.0,3.7
372,61316,4,0,Jose Luis,0.0,261,50,0.0,Mato Sanmartin,0.0,u,13,4,0,1224,5,4001,4,0.0,0.0,Joselu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
373,67089,1,4,Martin,4.0,262,50,3.9,Dubravka,1.9,a,13,4,104,145238,8490,102711,1936,0.8,20.8,Dubravka,2430,0,0,7,41,0,0,0,0,0,112,6,530,821.8,0.0,0.0,82.3
374,59735,1,0,Karl,0.0,263,43,0.0,Darlow,0.1,a,13,4,0,2020,21,6406,35,0.0,0.0,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
375,155503,1,0,Frederick,0.0,264,40,0.0,Woodman,0.8,n,13,4,0,24776,26,43534,441,0.0,0.0,Woodman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
376,179018,3,1,Miguel,2.0,266,58,2.8,Almiron,0.7,a,13,4,73,86586,1893,92219,2734,0.3,12.6,Almirón,2190,2,1,8,37,0,0,0,5,0,0,5,223,295.0,222.7,433.0,94.8
377,104953,3,0,Christian,0.0,267,53,2.0,Atsu,0.1,d,13,4,36,23327,3,28141,149,0.0,6.8,Atsu,732,0,3,3,14,0,0,0,2,0,0,0,102,121.0,186.7,55.0,36.3
378,76542,3,0,Sung-yueng,0.0,268,47,1.3,Ki,0.0,u,13,4,4,1302,6,5030,12,0.0,0.9,Ki Sung-yueng,135,0,0,0,6,0,0,0,0,0,0,0,18,17.8,39.8,0.0,5.8
379,50232,3,0,Jonjo,0.0,269,49,4.3,Shelvey,0.6,d,13,4,64,224700,59,219863,1931,0.0,13.1,Shelvey,1159,5,0,4,18,0,0,0,1,0,0,9,261,358.8,354.6,181.0,89.6
380,180135,3,1,Sean,1.3,270,50,1.8,Longstaff,0.3,a,13,4,36,21235,307,52506,259,0.3,7.2,Longstaff,1286,0,2,2,24,0,0,0,2,1,0,0,156,198.0,215.3,128.0,54.2
381,153127,3,0,Isaac,0.7,271,43,2.5,Hayden,4.9,a,13,4,55,482921,7434,596396,12398,0.2,12.8,Hayden,1797,1,3,5,32,0,0,0,4,1,0,2,239,299.4,153.5,163.0,61.5
382,38290,2,2,Danny,1.0,332,53,1.3,Rose,1.3,a,13,4,20,114487,665,218009,543,0.2,3.8,Rose,1062,0,0,1,19,0,0,0,5,0,0,0,159,191.0,184.7,38.0,41.5
383,180974,4,1,Joelinton Cassio,1.7,466,55,2.2,Apolinario de Lira,0.9,a,13,4,59,145009,1628,246245,1090,0.3,10.7,Joelinton,2115,1,2,5,36,0,0,0,5,0,0,3,169,244.4,346.4,460.0,105.2
384,58771,3,0,Jack,0.0,482,43,0.0,Colback,0.1,n,13,4,0,23873,106,24069,93,0.0,0.0,Colback,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
385,114243,3,0,Jacob,0.0,483,48,0.0,Murphy,0.0,n,13,4,0,248,1,1371,4,0.0,0.0,Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
386,92159,2,0,Jetro,0.0,498,44,3.4,Willems,0.9,i,13,4,64,363555,25,335461,3049,0.0,14.5,Willems,1492,2,2,3,24,0,0,0,0,0,0,6,283,345.4,196.0,198.0,74.1
387,155513,3,0,Rolando,0.0,499,48,0.0,Aarons,0.0,n,13,4,0,1539,4,4428,14,0.0,0.0,Aarons,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
388,170137,3,2,Allan,2.3,500,54,2.8,Saint-Maximin,0.5,a,13,4,44,73475,4785,80312,1182,0.4,8.1,Saint-Maximin,1163,1,2,4,13,0,0,0,0,0,0,0,161,217.2,266.5,351.0,83.4
389,111773,2,0,Emil,0.0,519,43,1.9,Krafth,0.1,i,13,4,21,4652,4,7098,52,0.0,4.9,Krafth,561,0,0,2,12,0,0,0,0,0,0,0,107,77.2,12.1,32.0,12.2
390,40142,4,0,Andy,0.0,520,54,1.9,Carroll,0.1,i,13,4,25,13641,9,20911,113,0.0,4.6,Carroll,507,0,3,2,7,0,0,0,1,0,0,0,75,113.6,120.0,162.0,39.9
391,223175,3,0,Matthew,0.0,540,45,3.6,Longstaff,0.2,a,13,4,25,47452,142,37503,453,0.0,5.6,Matthew Longstaff,544,2,0,1,9,0,0,0,1,0,0,2,98,101.8,51.1,29.0,18.2
392,104547,4,1,Dwight,0.3,554,50,1.3,Gayle,0.0,a,13,4,13,5547,115,5035,45,0.1,2.6,Gayle,197,0,1,0,6,0,0,0,0,0,0,0,37,31.2,28.9,17.0,7.6
393,19838,1,0,Robert,0.0,573,40,0.0,Elliot,0.1,a,13,4,0,7619,104,2553,168,0.0,0.0,Elliot,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
394,232957,3,0,Thomas,0.0,598,45,0.0,Allan,0.0,a,13,4,0,782,82,313,50,0.0,0.0,Allan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
395,232977,2,0,Kelland,0.0,599,39,0.0,Watts,0.0,n,13,4,0,1557,1058,531,172,0.0,0.0,Watts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
396,156069,2,0,Liam,0.0,610,40,0.0,Gibson,0.0,a,13,4,0,1210,173,346,88,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
397,126407,3,1,Nabil,1.7,612,50,1.7,Bentaleb,0.0,a,13,4,5,3081,212,1181,228,0.3,1.0,Bentaleb,270,0,0,1,5,0,0,0,2,0,0,0,36,41.6,56.2,3.0,10.1
398,116543,3,-1,Valentino,0.7,614,55,0.7,Lazaro,0.0,s,13,4,2,1193,20,691,260,0.1,0.4,Lazaro,199,0,0,0,3,0,0,0,0,1,0,0,14,17.2,48.1,8.0,7.4
399,84384,2,0,Timm,0.0,272,43,0.0,Klose,0.0,i,14,45,0,824,4,5896,11,0.0,0.0,Klose,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
400,198826,2,0,Ben,0.0,273,44,1.3,Godfrey,0.1,a,14,45,24,13782,67,23421,56,0.0,5.5,Godfrey,1654,0,0,2,38,0,0,0,2,1,0,0,288,380.4,19.9,58.0,46.1
401,232980,2,0,Maximillian,2.7,274,43,1.8,Aarons,1.1,a,14,45,45,60844,913,164169,1215,0.6,10.5,Aarons,2250,0,1,4,47,0,0,0,6,0,0,1,339,360.6,298.6,206.0,86.6
402,192303,2,0,Christoph,2.7,275,44,2.3,Zimmermann,0.0,d,14,45,35,4036,6,3732,228,0.6,8.0,Zimmermann,1295,0,1,3,21,0,0,0,2,0,0,1,234,312.2,15.5,62.0,39.1
403,194799,2,1,Jamal,1.0,276,44,1.4,Lewis,0.2,a,14,45,24,32173,57,38007,123,0.2,5.5,Lewis,1315,0,0,2,32,0,0,0,2,0,0,0,224,251.6,135.9,76.0,46.4
404,83428,2,1,Grant,3.0,277,40,1.2,Hanley,2.4,a,14,45,16,294512,7334,302574,3097,0.8,4.0,Hanley,1081,0,0,1,24,1,0,0,3,0,0,1,174,268.0,2.9,76.0,34.8
405,57127,4,2,Teemu,2.0,278,65,4.7,Pukki,13.1,a,14,45,123,3788917,6971,3448577,18798,0.3,18.9,Pukki,2311,11,3,5,46,0,0,0,3,0,0,21,407,536.6,322.8,1075.0,192.9
406,179587,4,0,Dennis,0.0,279,52,1.6,Srbeny,0.0,u,14,45,13,4573,6,7965,18,0.0,2.5,Srbeny,41,1,0,0,2,0,0,0,0,0,0,1,50,44.2,3.4,25.0,7.0
407,20480,1,2,Tim,5.0,280,45,3.2,Krul,2.3,a,14,45,81,223934,3470,166846,2554,1.1,18.0,Krul,2250,0,0,4,44,1,2,0,4,0,89,9,467,723.0,0.0,0.0,72.3
408,18499,1,0,Michael,0.0,281,40,5.5,McGovern,6.4,a,14,45,11,395100,605,281697,7207,0.0,2.8,McGovern,158,0,0,0,6,0,1,0,0,0,7,2,46,65.0,0.0,0.0,6.5
409,37614,3,0,Mario,0.3,282,62,1.7,Vrancic,0.1,a,14,45,19,3906,41,14191,52,0.0,3.1,Vrancic,353,1,0,0,8,0,0,0,2,0,0,1,78,82.4,82.3,68.0,23.4
410,195546,3,0,Emiliano,0.7,283,60,2.9,Buendia,0.7,a,14,45,75,211582,395,215152,1075,0.1,12.5,Buendía,1833,0,7,2,40,0,0,0,4,0,0,10,367,563.0,992.8,300.0,185.8
411,89470,3,0,Onel,0.3,284,53,1.9,Hernandez,0.1,d,14,45,33,5929,8,16695,138,0.1,6.2,Hernández,756,1,1,1,15,0,0,0,0,0,0,0,106,148.6,137.5,262.0,54.6
412,71738,3,1,Marco,0.3,285,51,1.4,Stiepermann,0.1,a,14,45,25,6025,17,11610,27,0.1,4.9,Stiepermann,925,0,0,1,24,0,0,0,4,0,0,0,75,92.0,155.6,255.0,50.4
