,code,element_type,event_points,first_name,form,id,now_cost,points_per_game,second_name,selected_by_percent,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
519,168566,3,0,Georges-Kevin,0.0,527,50,1.0,Nkoudou,0.0,u,17,6,1,1729,5,2485,6,0.0,0.2,Nkoudou,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,18.0,1.8
520,175941,1,0,Alfie,0.0,543,40,0.0,Whiteman,0.5,a,17,6,0,45087,97,21353,456,0.0,0.0,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
521,39215,1,0,Michel,0.0,555,43,0.0,Vorm,0.0,a,17,6,0,3033,15,2763,23,0.0,0.0,Vorm,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
522,214572,1,0,Brandon,0.0,558,40,0.0,Austin,0.2,a,17,6,0,16482,88,8313,239,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
523,199584,2,1,Japhet,2.3,583,41,3.5,Tanganga,2.5,a,17,6,14,229550,7287,51332,5928,0.6,3.4,Tanganga,360,0,0,2,3,0,0,0,1,0,0,0,74,88.6,5.5,9.0,10.3
524,195774,3,0,Gedson,0.3,605,48,1.0,Carvalho Fernandes,0.0,a,17,6,3,4701,131,2788,279,0.1,0.6,Fernandes,32,0,0,0,0,0,0,0,0,0,0,0,9,3.8,11.7,6.0,2.2
525,194252,3,2,Steven,4.7,615,75,4.7,Bergwijn,1.9,a,17,6,14,183435,12334,47298,18130,0.6,1.9,Bergwijn,236,1,0,1,4,0,0,0,0,0,0,2,46,58.4,68.8,88.0,21.5
526,40868,2,0,Jose,0.0,353,46,1.3,Holebas,0.7,a,18,57,16,19093,47,236956,212,0.0,3.5,Holebas,1004,0,0,2,26,0,0,0,5,0,0,0,141,170.0,207.8,62.0,43.8
527,85624,2,1,Christian,1.3,354,43,3.0,Kabasele,0.4,a,18,57,51,63839,271,51867,1089,0.3,11.9,Kabasele,1395,0,1,6,18,0,0,0,1,2,0,3,253,299.6,13.6,78.0,39.3
528,155651,2,1,Adam,3.0,355,43,2.6,Masina,0.2,a,18,57,39,20423,216,10281,842,0.7,9.1,Masina,1041,1,0,4,18,0,0,0,3,0,0,1,186,242.4,115.8,52.0,41.3
529,20145,2,0,Adrian,0.0,356,42,1.6,Mariappa,0.3,a,18,57,24,30917,124,25686,1296,0.0,5.7,Mariappa,1226,0,0,3,25,1,0,0,2,1,0,1,168,190.2,71.5,32.0,28.7
530,54484,2,0,Francisco,0.0,357,42,1.7,Femenia Far,0.4,d,18,57,29,76108,15,104650,932,0.0,6.9,Kiko Femenía,1344,0,0,3,28,0,0,0,4,0,0,0,231,222.6,214.3,40.0,47.8
531,41338,2,0,Craig,1.0,358,44,2.7,Cathcart,3.1,a,18,57,68,246253,1728,291596,9018,0.2,15.5,Cathcart,2173,0,0,8,32,0,0,0,6,0,0,3,386,413.4,33.9,38.0,48.6
532,52940,2,0,Daryl,0.0,359,40,4.5,Janmaat,0.6,d,18,57,36,188528,1243,195233,1161,0.0,9.0,Janmaat,606,0,1,4,5,1,0,0,1,0,0,7,148,116.0,108.4,46.0,27.1
533,220166,2,0,Marc,0.0,360,39,0.0,Navarro,0.3,n,18,57,0,47674,345,37722,496,0.0,0.0,Navarro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
534,41945,2,0,Sebastian,0.0,361,39,1.0,Prodl,1.1,u,18,57,1,62006,1457,109855,1145,0.0,0.3,Prödl,56,0,0,0,0,0,0,0,0,0,0,0,3,1.8,0.1,8.0,1.0
535,41725,4,2,Troy,3.0,362,62,3.6,Deeney,1.8,a,18,57,57,219497,1245,288144,11997,0.5,9.2,Deeney,1338,5,1,5,19,0,0,1,3,0,0,8,216,309.6,236.2,532.0,107.8
536,94924,4,2,Gerard,3.0,363,61,3.2,Deulofeu,2.7,a,18,57,87,404501,1506,604254,10475,0.5,14.3,Deulofeu,2061,4,5,8,33,0,0,0,3,0,0,9,327,456.6,591.2,885.0,193.0
537,73426,4,0,Andre,0.0,364,55,1.8,Gray,0.4,a,18,57,35,40393,111,74492,228,0.0,6.4,Gray,706,2,1,0,17,0,0,0,1,0,0,2,108,106.0,123.6,281.0,50.1
538,173514,4,0,Isaac,0.0,365,47,0.8,Success Ajayi,0.3,a,18,57,4,20071,106,56746,170,0.0,0.9,Success,65,0,0,0,3,0,0,0,1,0,0,0,8,6.2,13.6,17.0,3.7
539,9089,1,2,Ben,1.7,366,49,3.8,Foster,4.3,a,18,57,103,384209,939,276483,12480,0.3,21.0,Foster,2430,0,0,8,43,0,0,0,1,0,86,15,503,652.8,10.1,17.0,68.2
540,206882,1,0,Pontus,0.0,367,43,0.0,Dahlberg,0.1,n,18,57,0,1472,13,6493,80,0.0,0.0,Dahlberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
541,121599,3,2,Abdoulaye,4.3,368,57,3.3,Doucoure,2.3,a,18,57,86,237753,4520,285057,8331,0.8,15.1,Doucouré,2265,4,2,8,41,1,0,0,7,0,0,9,355,419.4,411.5,492.0,132.1
542,61566,3,2,Roberto,3.7,369,56,2.3,Pereyra,0.7,a,18,57,48,33274,456,244126,681,0.7,8.6,Pereyra,1194,3,0,4,16,0,0,0,3,0,0,0,152,205.2,237.2,264.0,70.5
543,108413,3,2,Will,1.0,370,53,2.4,Hughes,0.3,a,18,57,45,63397,36,69847,89,0.2,8.5,Hughes,1334,1,1,4,26,0,0,0,4,0,0,3,165,221.0,206.6,152.0,57.9
544,43250,3,1,Tom,0.3,371,48,2.5,Cleverley,0.1,a,18,57,25,21354,16,26318,26,0.1,5.2,Cleverley,655,1,0,1,17,0,0,0,0,0,0,2,121,122.8,179.5,176.0,47.9
545,157775,3,0,Ken,0.0,372,47,0.0,Sema,0.0,n,18,57,0,685,6,3113,10,0.0,0.0,Sema,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
546,38439,3,2,Etienne,4.0,373,48,2.6,Capoue,0.3,a,18,57,58,28040,1139,67297,748,0.8,12.1,Capoue,1958,0,3,6,39,0,0,0,6,0,0,5,298,376.8,193.9,91.0,66.3
547,89085,3,0,Nathaniel,0.3,374,44,1.9,Chalobah,0.2,a,18,57,27,20017,75,24396,331,0.1,6.1,Chalobah,770,0,1,2,10,0,0,0,1,0,0,2,104,130.6,91.8,52.0,27.2
548,216058,3,0,Domingos,0.0,375,44,1.0,Quina,0.1,a,18,57,4,6704,30,10176,55,0.0,0.9,Quina,18,0,0,0,2,0,0,0,0,0,0,0,10,7.4,0.8,7.0,1.5
549,60232,2,1,Craig,0.3,439,48,1.9,Dawson,0.2,a,18,57,37,9857,54,20718,131,0.1,7.7,Dawson,1549,0,0,4,29,0,0,0,4,0,0,0,231,330.2,32.8,151.0,51.4
550,50175,4,1,Danny,1.0,512,58,1.2,Welbeck,0.1,a,18,57,10,11395,90,19454,79,0.2,1.7,Welbeck,259,0,0,1,3,0,0,0,0,0,0,0,23,27.4,28.3,72.0,12.7
551,18656,1,0,Heurelho da Silva,0.0,513,44,0.0,Gomes,0.2,a,18,57,0,5551,58,9975,86,0.0,0.0,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
552,232185,3,1,Ismaila,0.3,525,62,3.4,Sarr,0.4,a,18,57,57,135946,398,140087,1509,0.0,9.2,Sarr,1050,3,3,5,15,0,0,0,1,0,0,2,157,215.2,226.9,392.0,83.4
553,96767,2,0,Dimitri,0.0,542,40,0.3,Foulquier,0.1,n,18,57,1,18712,17,16307,137,0.0,0.2,Foulquier,57,0,0,0,6,0,0,0,0,0,0,0,12,8.0,1.0,0.0,1.0
554,175353,3,0,Ayotomiwa,0.0,563,45,0.0,Dele-Bashiru,0.0,a,18,57,0,901,62,613,25,0.0,0.0,Dele-Bashiru,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
555,475168,4,0,Joao Pedro,0.0,592,49,0.0,Junqueira de Jesus,0.0,a,18,57,0,1159,72,822,72,0.0,0.0,João Pedro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
556,168290,3,0,Ignacio,0.7,604,48,1.0,Pussetto,0.0,a,18,57,4,445,4,317,30,0.1,0.8,Pussetto,32,0,0,0,2,0,0,0,0,0,0,0,12,18.8,0.9,2.0,2.2
557,55459,2,1,Aaron,1.0,376,46,2.9,Cresswell,1.3,a,19,21,60,286763,1906,243412,1884,0.2,13.0,Cresswell,1843,3,0,4,38,0,0,0,6,0,0,5,302,400.8,259.1,151.0,81.3
558,40669,2,1,Angelo,0.2,377,45,2.8,Ogbonna,1.2,a,19,21,61,168845,731,119378,2375,0.0,13.6,Ogbonna,1980,2,0,6,34,1,0,0,4,0,0,0,332,427.2,21.3,141.0,58.9
559,105717,2,0,Arthur,0.2,378,42,1.7,Masuaku,0.4,a,19,21,25,98238,172,103096,445,0.0,6.0,Masuaku,908,0,1,2,18,0,0,0,3,1,0,3,160,233.4,126.2,53.0,41.4
560,20658,2,0,Pablo,0.2,379,42,1.0,Zabaleta,0.5,a,19,21,10,17847,117,43111,308,0.0,2.4,Zabaleta,588,0,0,0,14,0,0,0,2,0,0,0,90,110.4,50.5,12.0,17.4
561,81012,2,0,Ryan,0.5,380,44,2.9,Fredericks,0.3,i,19,21,57,127166,9,133911,716,0.1,13.0,Fredericks,1686,0,2,6,30,0,0,0,5,0,0,5,318,352.6,247.2,52.0,65.4
562,219924,2,6,Issa,3.5,381,43,2.4,Diop,2.1,a,19,21,50,249943,3363,367886,1006,0.8,11.6,Diop,1775,3,0,3,40,0,0,0,8,0,0,2,279,445.2,19.8,144.0,61.0
563,166640,2,0,Fabian,0.0,382,43,2.8,Balbuena,0.4,a,19,21,36,39077,36,46290,834,0.0,8.4,Balbuena,1081,1,0,3,22,0,0,0,2,0,0,3,189,248.0,18.2,149.0,41.5
564,48717,2,0,Winston,0.0,383,40,0.0,Reid,4.7,n,19,21,0,361509,28,380441,9869,0.0,0.0,Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
565,222018,2,0,Ben,0.0,384,39,0.0,Johnson,2.3,a,19,21,0,147298,12233,100198,3789,0.0,0.0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
566,41464,4,0,Marko,0.0,385,70,0.0,Arnautovic,0.1,u,19,21,0,1284,12,7662,15,0.0,0.0,Arnautovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
567,43020,4,0,Javier,0.0,386,60,4.5,Hernandez Balcazar,0.3,u,19,21,9,87051,9,142096,45,0.0,1.5,Chicharito,106,1,0,0,4,0,0,0,0,0,0,2,27,35.6,2.2,39.0,7.7
568,209925,4,0,Alexandre Nascimento,0.0,387,43,0.0,Costa Silva,0.9,d,19,21,0,76260,609,161818,758,0.0,0.0,Xande Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
569,37096,1,2,Lukasz,2.0,388,49,3.9,Fabianski,2.0,a,19,21,55,327417,1361,533326,805,0.4,11.2,Fabianski,1127,0,0,4,20,0,1,0,1,0,44,5,256,327.6,0.0,0.0,32.8
570,57531,3,2,Michail,1.5,389,69,2.5,Antonio,0.7,a,19,21,33,25064,1293,80978,228,0.2,4.8,Antonio,848,1,2,2,17,0,0,0,0,0,0,0,81,152.6,161.6,465.0,77.9
571,101537,3,2,Felipe Anderson,0.5,390,66,3.0,Pereira Gomes,2.6,a,19,21,59,178517,1116,557858,524,0.1,8.9,Felipe Anderson,1401,1,4,6,26,0,0,0,1,0,0,1,285,371.2,401.2,352.0,112.6
572,86934,3,0,Manuel,0.8,391,62,2.4,Lanzini,0.7,a,19,21,45,267989,121,315305,466,0.1,7.3,Lanzini,1182,0,3,2,24,0,0,0,0,0,0,3,221,203.6,422.8,235.0,86.1
573,56377,3,0,Andriy,0.0,392,53,3.3,Yarmolenko,0.8,i,19,21,49,596556,7,581521,549,0.0,9.2,Yarmolenko,822,3,1,3,14,0,0,0,2,0,0,8,156,188.0,208.4,248.0,64.2
574,18987,3,5,Robert,6.8,393,52,3.9,Snodgrass,1.6,a,19,21,85,179013,27356,94635,4436,1.3,16.3,Snodgrass,1491,5,5,3,33,0,0,0,4,0,0,8,304,418.4,551.0,320.0,129.2
575,54102,3,0,Jack,0.0,394,47,1.0,Wilshere,0.2,i,19,21,6,8685,6,34727,58,0.0,1.3,Wilshere,174,0,0,0,4,0,0,0,0,0,0,0,14,5.0,6.5,4.0,1.4
576,204480,3,4,Declan,2.5,395,47,2.3,Rice,1.5,a,19,21,62,106411,2389,179852,1929,0.5,13.2,Rice,2430,0,2,6,48,0,0,0,5,0,0,1,412,477.0,214.9,160.0,85.2
577,18073,3,1,Mark,1.5,396,50,3.3,Noble,1.5,a,19,21,80,252400,2487,180504,4843,0.3,16.0,Noble,1969,4,2,6,35,0,0,0,4,0,0,6,368,389.0,240.9,150.0,78.1
578,42824,3,0,Carlos,0.0,397,43,1.2,Sanchez,0.5,a,19,21,7,45887,1322,43358,1096,0.0,1.6,Carlos Sánchez,112,0,0,0,2,0,0,0,0,0,0,0,20,8.4,3.7,0.0,1.1
579,179830,3,0,Grady,0.0,398,44,0.0,Diangana,0.1,n,19,21,0,7847,24,11197,52,0.0,0.0,Diangana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
580,217593,3,6,Pablo,2.0,399,60,2.4,Fornals,0.3,a,19,21,61,33335,408,73022,350,0.3,10.2,Fornals,1281,2,3,4,24,0,0,0,1,0,0,3,212,247.8,245.6,282.0,77.6
581,59779,3,0,Pedro,0.0,400,45,0.0,Obiang,0.0,u,19,21,0,1784,4,5343,12,0.0,0.0,Obiang,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
582,40694,1,0,Roberto,0.0,450,44,2.2,Jimenez Gago,0.3,n,19,21,18,66220,13,70666,407,0.0,4.1,Roberto,686,0,0,0,17,1,0,0,0,0,36,1,134,239.0,0.0,0.0,23.9
583,103123,4,1,Sebastien,1.2,457,68,3.4,Haller,2.3,a,19,21,86,664094,1692,791994,3279,0.2,12.6,Haller,1964,6,3,5,38,0,0,0,1,0,0,8,273,370.0,289.0,845.0,149.7
584,181008,4,0,Albian,0.0,514,57,1.0,Ajeti,0.0,a,19,21,8,2600,32,5243,36,0.0,1.4,Ajeti,128,0,0,0,3,0,0,0,0,0,0,0,14,5.2,22.9,46.0,7.3
585,19194,1,0,David,0.0,553,40,4.0,Martin,1.7,a,19,21,20,195824,1509,93167,4058,0.0,5.0,Martin,435,0,0,2,6,0,0,0,1,0,15,2,86,112.0,0.0,0.0,11.2
586,183487,3,0,Nathan,0.0,568,44,1.0,Holland,0.0,n,19,21,2,663,9,640,10,0.0,0.5,Holland,31,0,0,0,1,0,0,0,0,0,0,0,10,12.6,3.8,9.0,2.5
587,447879,1,0,Joseph,0.0,582,40,0.0,Anang,0.1,a,19,21,0,12861,150,4749,276,0.0,0.0,Anang,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
588,232391,2,1,Jeremy,0.5,593,40,1.0,Ngakia,0.1,a,19,21,2,3111,1129,809,161,0.1,0.5,Ngakia,180,0,0,0,5,0,0,0,0,0,0,0,20,31.2,8.2,0.0,3.9
589,459373,2,0,Goncalo Bento,0.0,594,40,0.0,Soares Cardoso,0.0,a,19,21,0,1240,156,453,80,0.0,0.0,Cardoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
590,243710,3,0,Bernardo,0.0,595,45,0.0,Costa Da Rosa,0.0,a,19,21,0,295,28,153,15,0.0,0.0,Rosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
591,32259,1,0,Darren,0.0,606,42,1.5,Randolph,0.1,a,19,21,3,18868,83,11268,545,0.0,0.7,Randolph,180,0,0,0,5,0,0,0,0,0,6,0,27,49.6,0.0,0.0,4.9
592,215439,3,1,Tomas,1.7,616,50,1.7,Soucek,0.0,i,19,21,5,1104,43,378,170,0.3,1.0,Soucek,220,0,0,0,6,0,0,0,0,0,0,0,27,54.2,13.3,45.0,11.3
593,178186,3,1,Jarrod,1.0,626,65,1.0,Bowen,0.0,a,19,21,2,3629,449,708,212,0.2,0.3,Bowen,16,0,0,0,0,0,0,0,0,0,0,0,2,4.2,0.6,19.0,2.4
594,87835,2,10,Matt,7.3,401,61,4.0,Doherty,5.0,a,20,39,99,510418,30519,450772,5257,1.2,16.2,Doherty,1967,3,4,6,24,0,0,0,1,0,0,7,354,379.4,218.5,595.0,119.5
595,114128,2,6,Jonathan,6.0,402,54,2.8,Castro Otto,1.0,d,20,39,74,91825,779,105115,2797,1.1,13.7,Jonny,2193,1,2,6,29,0,0,0,4,0,0,0,368,420.8,307.4,262.0,99.1
596,94147,2,5,Conor,6.7,403,50,2.8,Coady,1.8,a,20,39,75,134769,7312,124975,2335,1.3,15.0,Coady,2430,0,0,7,32,0,0,0,3,0,0,5,449,400.4,63.9,0.0,46.3
597,90585,2,6,Willy,6.0,405,47,4.7,Boly,3.0,a,20,39,52,428036,16633,670838,2273,1.3,11.1,Boly,990,0,1,6,7,0,0,0,0,1,0,7,240,259.0,57.2,31.0,34.9
598,216054,2,1,Ruben Goncalo,0.3,406,42,1.5,Silva Nascimento Vinagre,0.2,a,20,39,16,14560,172,24012,125,0.1,3.8,Vinagre,348,0,0,1,4,0,0,0,1,0,0,0,84,76.8,83.2,44.0,20.3
599,107613,2,11,Romain,7.7,407,45,2.8,Saiss,2.0,a,20,39,64,192208,54357,80952,2508,1.7,14.5,Saïss,1803,2,2,5,26,0,0,0,7,1,0,3,331,438.8,131.4,266.0,83.7
600,214048,2,0,Max,0.0,408,40,1.7,Kilman,2.0,a,20,39,5,141503,599,148401,1858,0.0,1.2,Kilman,184,0,0,0,2,0,0,0,0,0,0,0,24,35.2,1.2,0.0,3.7
601,102057,4,5,Raul,3.0,409,79,5.1,Jimenez,29.5,a,20,39,138,3311212,77274,2633701,36791,0.4,17.7,Jiménez,2278,12,6,8,29,0,0,0,3,0,0,22,489,680.8,521.2,1278.0,247.3
602,194634,4,16,Diogo,6.7,410,62,3.2,Jota,4.1,a,20,39,74,341553,80918,889391,3599,1.1,12.1,Jota,1607,5,2,6,22,0,0,0,3,0,0,9,242,325.4,329.2,886.0,154.2
603,38533,1,7,Rui Pedro,8.3,411,51,4.0,dos Santos Patricio,9.2,a,20,39,108,933300,14830,722602,5477,1.6,21.2,Patrício,2430,0,0,7,32,0,2,0,0,0,73,8,479,603.4,0.0,0.0,60.6
604,19236,1,0,John,0.0,412,43,0.0,Ruddy,0.4,a,20,39,0,6651,47,20644,142,0.0,0.0,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
605,168399,1,0,Will,0.0,413,39,0.0,Norris,0.6,n,20,39,0,25441,2043,41037,617,0.0,0.0,Norris,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
606,171317,3,3,Ruben Diogo,2.3,414,52,2.4,da Silva Neves,4.5,a,20,39,66,347668,4200,611903,2860,0.4,12.7,Neves,2122,2,1,7,27,0,0,0,7,0,0,4,345,381.2,272.8,219.0,87.6
607,19624,3,3,Joao Filipe Iria,2.0,415,54,3.3,Santos Moutinho,5.1,a,20,39,89,568280,7624,670185,9301,0.4,16.5,Moutinho,2254,1,7,6,30,0,0,0,5,0,0,11,471,581.6,910.6,109.0,160.5
608,222531,3,0,Morgan,0.0,416,47,2.0,Gibbs-White,0.1,a,20,39,8,2927,40,7278,60,0.0,1.7,Gibbs-White,122,0,1,0,2,0,0,0,0,0,0,0,31,6.2,43.5,12.0,6.2
609,159533,3,1,Adama,1.7,417,59,4.0,Traore,21.1,a,20,39,105,2460972,38370,996150,73165,0.3,17.8,Traoré,1969,4,7,4,28,0,0,0,0,0,0,14,444,600.2,581.3,482.0,166.5
610,165808,3,0,Helder,0.0,418,49,0.0,Costa,0.0,n,20,39,0,840,38,1800,13,0.0,0.0,Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
611,166324,3,0,Ivan,0.0,419,49,0.0,Cavaleiro,0.0,u,20,39,0,666,12,1059,7,0.0,0.0,Cavaleiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
612,151589,3,3,Leander,2.0,420,44,2.5,Dendoncker,9.5,a,20,39,67,951397,10984,1214302,15221,0.5,15.2,Dendoncker,2178,2,0,6,29,1,0,0,3,0,0,6,321,405.8,110.4,200.0,71.6
613,178876,2,0,Jesus,0.0,473,46,0.5,Vallejo Lazaro,0.2,u,20,39,1,5415,2,23936,116,0.0,0.2,Vallejo,162,0,0,0,6,0,0,0,1,0,0,0,22,35.6,7.0,0.0,4.3
614,209353,4,0,Patrick,0.0,487,55,1.9,Cutrone,0.5,n,20,39,23,26270,29,94018,161,0.0,4.2,Cutrone,292,2,0,1,6,0,0,0,0,0,0,0,69,85.2,35.6,155.0,27.5
615,247632,3,1,Pedro,1.7,528,50,2.0,Lomba Neto,0.2,a,20,39,41,26733,843,15104,1555,0.3,8.2,Neto,706,2,2,1,8,0,0,0,2,0,0,0,133,155.8,171.5,198.0,52.4
616,194798,4,0,Bernard,0.0,559,45,0.0,Ashley-Seal,0.1,n,20,39,0,6253,138,5419,98,0.0,0.0,Ashley-Seal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
617,232361,3,0,Taylor,0.0,560,45,0.0,Perry,0.0,a,20,39,0,2310,37,1823,43,0.0,0.0,Perry,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
618,250604,3,0,Owen,0.0,566,45,0.0,Otasowie,0.0,a,20,39,0,445,10,378,15,0.0,0.0,Otasowie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
619,245923,3,0,Luke,0.0,567,45,0.0,Cundle,0.0,a,20,39,0,1608,27,1080,39,0.0,0.0,Cundle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
620,179456,2,0,Oskar,0.0,587,40,0.0,Buur,0.1,a,20,39,0,4044,482,1560,247,0.0,0.0,Buur,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
621,232351,2,0,Ryan,0.0,607,40,0.0,Giles,0.0,n,20,39,0,914,20,572,47,0.0,0.0,Giles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
622,428610,3,0,Bruno Andre,0.0,609,45,0.0,Cavaco Jordao,0.0,a,20,39,0,493,64,227,35,0.0,0.0,Jordao,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
623,200600,3,0,Daniel,0.7,619,53,1.0,Castelo Podence,0.0,a,20,39,2,2381,51,1034,324,0.1,0.4,Podence,26,0,0,0,0,0,0,0,0,0,0,0,7,6.4,15.4,18.0,4.0
